Contig	220804_BK_C1_DNA_brine_C.sorted RPKM	220804_BK_C1_DNA_brine_C.sorted Covered Fraction	220805_BK_F1_DNA_brine.sorted RPKM	220805_BK_F1_DNA_brine.sorted Covered Fraction	220805_BK_F3_DNA_brine_C.sorted RPKM	220805_BK_F3_DNA_brine_C.sorted Covered Fraction	220805_MW_S1_DNA_Brine.sorted RPKM	220805_MW_S1_DNA_Brine.sorted Covered Fraction	220805_MW_S2_DNA_Brine_B.sorted RPKM	220805_MW_S2_DNA_Brine_B.sorted Covered Fraction	220805_MW_S3_DNA_Brine.sorted RPKM	220805_MW_S3_DNA_Brine.sorted Covered Fraction	220805_MW_S4_DNA_Brine.sorted RPKM	220805_MW_S4_DNA_Brine.sorted Covered Fraction	220806_BK_F5_DNA_brine_A.sorted RPKM	220806_BK_F5_DNA_brine_A.sorted Covered Fraction	220806_BK_F6D_DNA_brine.sorted RPKM	220806_BK_F6D_DNA_brine.sorted Covered Fraction	220806_BK_F6E_DNA_brine.sorted RPKM	220806_BK_F6E_DNA_brine.sorted Covered Fraction	220806_MW_S5_DNA_Brine_A.sorted RPKM	220806_MW_S5_DNA_Brine_A.sorted Covered Fraction	220806_MW_S6_DNA_Brine.sorted RPKM	220806_MW_S6_DNA_Brine.sorted Covered Fraction	220807_BK_F8_DNA_brine_C.sorted RPKM	220807_BK_F8_DNA_brine_C.sorted Covered Fraction	220807_MW_S7_DNA_Brine_B.sorted RPKM	220807_MW_S7_DNA_Brine_B.sorted Covered Fraction	220807_MW_S8_DNA_Brine_A.sorted RPKM	220807_MW_S8_DNA_Brine_A.sorted Covered Fraction	220808_BK_F10_DNA_brine_B.sorted RPKM	220808_BK_F10_DNA_brine_B.sorted Covered Fraction	220808_BK_F11_DNA_brine_A.sorted RPKM	220808_BK_F11_DNA_brine_A.sorted Covered Fraction	220808_BK_F12_DNA_brine_C.sorted RPKM	220808_BK_F12_DNA_brine_C.sorted Covered Fraction	220808_BK_F13_DNA_brine_C.sorted RPKM	220808_BK_F13_DNA_brine_C.sorted Covered Fraction	220808_BK_F14_DNA_brine_C.sorted RPKM	220808_BK_F14_DNA_brine_C.sorted Covered Fraction	220808_BK_F15_DNA_brine_B.sorted RPKM	220808_BK_F15_DNA_brine_B.sorted Covered Fraction	220808_BK_F9_DNA_brine_A.sorted RPKM	220808_BK_F9_DNA_brine_A.sorted Covered Fraction	220809_MW_F8_DNA_BrineA_A.sorted RPKM	220809_MW_F8_DNA_BrineA_A.sorted Covered Fraction	220809_MW_F8_DNA_BrineB_A.sorted RPKM	220809_MW_F8_DNA_BrineB_A.sorted Covered Fraction	220809_MW_S9_DNA_BrineA_A.sorted RPKM	220809_MW_S9_DNA_BrineA_A.sorted Covered Fraction	220809_MW_S9_DNA_BrineB_A.sorted RPKM	220809_MW_S9_DNA_BrineB_A.sorted Covered Fraction	220809_MW_S9_DNA_BrineC_A.sorted RPKM	220809_MW_S9_DNA_BrineC_A.sorted Covered Fraction	220811_JW_F17_DNA_Brine_A.sorted RPKM	220811_JW_F17_DNA_Brine_A.sorted Covered Fraction	220811_JW_F18_DNA_Brine_B.sorted RPKM	220811_JW_F18_DNA_Brine_B.sorted Covered Fraction	220811_JW_F19_DNA_Brine_A.sorted RPKM	220811_JW_F19_DNA_Brine_A.sorted Covered Fraction	220811_JW_F20_DNA_Brine_A.sorted RPKM	220811_JW_F20_DNA_Brine_A.sorted Covered Fraction	220811_JW_F21_DNA_Brine.sorted RPKM	220811_JW_F21_DNA_Brine.sorted Covered Fraction	220811_MW_F13_DNA_Brine_B.sorted RPKM	220811_MW_F13_DNA_Brine_B.sorted Covered Fraction	220811_MW_F14_DNA_Brine_C.sorted RPKM	220811_MW_F14_DNA_Brine_C.sorted Covered Fraction	220812_MW_F10_DNA_Brine_B.sorted RPKM	220812_MW_F10_DNA_Brine_B.sorted Covered Fraction	220812_MW_F11_DNA_Brine_A.sorted RPKM	220812_MW_F11_DNA_Brine_A.sorted Covered Fraction	220812_MW_F12_DNA_Brine_B.sorted RPKM	220812_MW_F12_DNA_Brine_B.sorted Covered Fraction	220812_MW_F9_DNA_Brine.sorted RPKM	220812_MW_F9_DNA_Brine.sorted Covered Fraction	220813_JW_F23_DNA_Brine_A.sorted RPKM	220813_JW_F23_DNA_Brine_A.sorted Covered Fraction	220813_JW_F25_DNA_Brine_A.sorted RPKM	220813_JW_F25_DNA_Brine_A.sorted Covered Fraction	220813_LF_F9_DNA_Brine.sorted RPKM	220813_LF_F9_DNA_Brine.sorted Covered Fraction	220814_MW_F9_DNA_Brine_C.sorted RPKM	220814_MW_F9_DNA_Brine_C.sorted Covered Fraction	220815_LF_B1_DNA_brine_A.sorted RPKM	220815_LF_B1_DNA_brine_A.sorted Covered Fraction	220815_LF_B2_DNA_brine_B.sorted RPKM	220815_LF_B2_DNA_brine_B.sorted Covered Fraction	220815_LF_B3_DNA_brine_A.sorted RPKM	220815_LF_B3_DNA_brine_A.sorted Covered Fraction	220816_LF_B4_DNA_brine_C.sorted RPKM	220816_LF_B4_DNA_brine_C.sorted Covered Fraction	220816_LF_B5_DNA_brine_C.sorted RPKM	220816_LF_B5_DNA_brine_C.sorted Covered Fraction	220816_LF_B6_DNA_brine_A.sorted RPKM	220816_LF_B6_DNA_brine_A.sorted Covered Fraction	220816_LF_B7_DNA_brine_B.sorted RPKM	220816_LF_B7_DNA_brine_B.sorted Covered Fraction	220817_LF_B8_DNA_brine_C.sorted RPKM	220817_LF_B8_DNA_brine_C.sorted Covered Fraction	240111_N1_DNA_S12_L002.sorted RPKM	240111_N1_DNA_S12_L002.sorted Covered Fraction	240111_N1_DNA_S1_L001.sorted RPKM	240111_N1_DNA_S1_L001.sorted Covered Fraction	240111_N3B_DNA_S4_L001.sorted RPKM	240111_N3B_DNA_S4_L001.sorted Covered Fraction	240111_N3_DNA_S14_L002.sorted RPKM	240111_N3_DNA_S14_L002.sorted Covered Fraction	240111_N3_DNA_S3_L001.sorted RPKM	240111_N3_DNA_S3_L001.sorted Covered Fraction	240113_N4_DNA_S6_L001.sorted RPKM	240113_N4_DNA_S6_L001.sorted Covered Fraction	240113_N5_DNA_S7_L001.sorted RPKM	240113_N5_DNA_S7_L001.sorted Covered Fraction	240114_N7B_DNA_S20_L002.sorted RPKM	240114_N7B_DNA_S20_L002.sorted Covered Fraction	240114_N7B_DNA_S9_L001.sorted RPKM	240114_N7B_DNA_S9_L001.sorted Covered Fraction	240114_N9_DNA_S11_L001.sorted RPKM	240114_N9_DNA_S11_L001.sorted Covered Fraction	240114_N9_DNA_S22_L002.sorted RPKM	240114_N9_DNA_S22_L002.sorted Covered Fraction	240115_N10_DNA_S12_L001.sorted RPKM	240115_N10_DNA_S12_L001.sorted Covered Fraction	240115_N10_DNA_S23_L002.sorted RPKM	240115_N10_DNA_S23_L002.sorted Covered Fraction	240116_N11_DNA_S13_L001.sorted RPKM	240116_N11_DNA_S13_L001.sorted Covered Fraction	240116_N12_DNA_S14_L001.sorted RPKM	240116_N12_DNA_S14_L001.sorted Covered Fraction	240116_N13_DNA_S15_L001.sorted RPKM	240116_N13_DNA_S15_L001.sorted Covered Fraction	240117_N15_DNA_S17_L001.sorted RPKM	240117_N15_DNA_S17_L001.sorted Covered Fraction	240117_N15_DNA_S28_L002.sorted RPKM	240117_N15_DNA_S28_L002.sorted Covered Fraction	240120_N3C_DNA_S5_L001.sorted RPKM	240120_N3C_DNA_S5_L001.sorted Covered Fraction
WATL24_k141_2923776	0	0	0	0	0	0	22.948973	0.39184952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27463672	0.04075235	286.34546	1	6.4128156	0.20575662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.68312	0.7959533	0	0	0.19819063	0.058991164	0	0	13.354286	0.3602166	0	0	0	0	0	0	0	0	0	0	1.3726621	0.08321459	0	0	52.521965	0.61584496	96.63158	0.9250499	5.728943	0.11826731	0	0	4.849527	0.18951268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1209.6093	1	0	0	0	0	0	0	0	0	0	0
WATL24_k141_1080645	1.550916	0.07663382	33.87225	0.9952023	81.83516	0.9994813	186.76935	1	17.539259	0.7442946	0	0	0.23628959	0.039159752	0	0	0	0	0	0	15.318139	0.038381744	145.16754	0.9971473	1.6672349	0.16441908	0	0	0	0	40.323486	0.9639523	0	0	1.6514789	0.34932572	0	0	0	0	0	0	40.67063	0.97627074	0.94707316	0.08947095	0.7243843	0.03604772	7.37867	0.5604253	9.816622	0.61903524	74.20324	0.999611	0	0	0	0	0	0	0	0	37.103584	0.9773081	0	0	0	0	41.539696	0.18542531	0	0	2.7396753	0.1688278	43.09556	0.9391857	7.624626	0.73508817	0.9305378	0.056924272	36.272873	0.9009336	28.634775	0.84893674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.561468	0.14146784	10.974035	0.17064315	0	0	0.12344876	0.018801868	0.15066914	0.018801868	127.31088	0.99040455	0.034043234	0.057053942	30.32492	0.9945539	31.435051	0.969917	0	0	0	0	11.887666	0.07780083	8.054872	0.060036305	0	0	0	0	0	0	11.296505	0.23716286	7.276242	0.20357884	0	0
WATL24_k141_129103	0	0	0	0	0	0	1.5568928	0.2091095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.044945	0.92196727	0	0	0	0	8.997294	0.89232165	1.0761888	0.04747842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03990811	0.009086778	0	0	0	0	0	0	0	0	11.52068	0.91537935	0	0	2.8437338	0.45740572	0.34283727	0.012380736	0.9840105	0.215811	0	0	0	0	0	0	0	0	0	0	4.992291	0.36369833	0	0	0	0	0.68301284	0.0930259	14.841956	0.34268513	0.1764397	0.009427533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029820697	0.01056338	0	0	0	0	0	0	0	0	0	0	0	0	49.647717	0.9955702	0	0	0	0	0	0	0	0	0	0
WATL24_k141_307018	0	0	19.918179	0.4778828	3.7118275	0.4041588	4.318489	0.3584121	0	0	1.4237831	0.042722117	0.6889472	0.04083176	0	0	0.30017638	0.013610586	0	0	0	0	0	0	1.5191063	0.19697542	0.65925324	0.0109640835	0.21494935	0.021928167	2.5074337	0.34669188	0	0	0	0	0	0	0	0	0	0	3.1549592	0.39395085	0	0	0	0	30.388405	0.4294896	27.079712	0.50888467	22.703777	0.4374291	0	0	0.3320898	0.027221171	0.07166686	0.015122874	0	0	2.211732	0.32173914	0	0	0	0	0	0	0	0	0	0	4.0197144	0.3746692	32.21505	0.49603024	51.550037	0.4752363	9.287209	0.44801512	8.553554	0.4325142	1.5625709	0.023440454	0	0	0.20576346	0.013232514	0	0	0	0	2.5334418	0.031758033	0.2936437	0.02268431	0	0	16.681265	0.59168243	19.174162	0.6514178	0	0	36.89368	0.48128545	46.785927	0.48809072	15.886708	0.34593573	6.86545	0.41928166	7.697573	0.6994329	5.588711	0.49565217	0	0	0	0	3.3815365	0.041209828	0	0	0	0	0	0	0	0	27.896912	0.84347826	32.45362	0.8347826	0	0
WATL24_k141_3340335	0	0	0.8831823	0.16385034	5.9250355	0.5941461	5.6870747	0.23838262	0	0	0	0	0	0	0	0	0	0	0.18111987	0.01810501	0	0	2.9546847	0.2202776	0	0	0	0	0	0	0.55590445	0.08418829	0	0	0	0	0	0	0	0	0	0	7.554195	0.8141219	0	0	0	0	0	0	0.13679181	0.04556427	13.2173395	0.5902233	0	0	0	0	0	0	0	0	2.9164965	0.52685577	0	0	0	0	7.0303206	0.03621002	0	0	0	0	5.347085	0.6077248	0.42498794	0.10953531	0	0	1.0589131	0.10138805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2343656	0.0045262524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07922191	0.027761014	30.93968	0.9659022	31.142492	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_1615682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26647642	0.034569558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.92947	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_129120	0	0	1.3388028	0.07651364	0.42600816	0.07418496	0.949967	0.11210912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2871797	0.068529606	0	0	0	0	1.1831402	0.047238857	2.2621162	0.11210912	0.23502599	0.05023287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8753297	0.064204924	0	0	0	0	0.5239962	0.13173653	0.23426647	0.0149700595	3.0694213	0.065868266	0.16677304	0.016300732	0.98169535	0.112774454	0	0	0.40058812	0.01962741	0	0	0	0	0	0	1.1145964	0.010978044	0	0	0	0	13.069416	0.49534264	11.915481	0.5402528	0	0	1.1084927	0.098802395	1.1596411	0.09946773	0.58508646	0.08549567	2.707513	0.23120426	1.8915997	0.46141052	1.6987884	0.37425148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.340408	0.9301397	28.959785	0.9843646	0	0
WATL24_k141_2864092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8202864	0.109901324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23909563	0.15719633	0.25799093	0.088125214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.98248	0.90200746	0	0	0.11527254	0.05137802	0.3410029	0.08982647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1441994	0.1997278	78.15471	0.99523646	0	0	0	0	0	0
WATL24_k141_724373	0.9553246	0.040734824	40.764557	0.48522365	17.729015	0.42052716	120.88406	0.5323482	1.9466189	0.08626198	0.50131875	0.040734824	0	0	0	0	0	0	0	0	11.794478	0.060303513	0.8689941	0.036341853	6.0976586	0.30710864	0	0	0	0	15.7446165	0.3913738	0	0	0	0	0	0	0	0	0	0	7.929325	0.41932908	0	0	0.5577528	0.03234824	59.654076	0.3881789	61.735172	0.3861821	50.785885	0.31509584	0	0	0	0	0	0	0.06525914	0.025559105	10.868754	0.38378593	0.67354167	0.0379393	0	0	44.196404	0.19488817	0.138868	0.042731628	2.4108143	0.057507988	22.960197	0.3853834	70.58924	0.317492	62.641205	0.29952076	20.220964	0.3502396	30.248291	0.38019168	1.6505591	0.04392971	0	0	0	0	0	0	0.13341421	0.04592652	0	0	0	0	0	0	508.34183	0.60623	503.9413	0.60942495	0	0	23.00249	0.33945686	19.953793	0.3142971	8.438102	0.26078275	9.820838	0.432508	218.65858	0.817492	237.96114	0.7879393	0	0	0	0	0	0	6.7658114	0.05870607	0.31566024	0.037140574	0	0	0.1279385	0.026357828	2045.287	1	1973.5243	1	0	0
WATL24_k141_485732	0	0	0	0	0	0	0	0	0	0	0	0	0.70630443	0.059302326	0	0	0	0	0.11632389	0.0065891473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4266825	0.3717054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.235317	0.7837209	0	0	0	0	0.5179367	0.17790698	2.5972688	0.09263566	0	0	15.829759	0.76937985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.611664	0.94534886	1.2416975	0.19961241	0	0	0	0	0	0
WATL24_k141_2507519	0.83330214	0.03460288	46.39076	0.41384116	10.309674	0.3834185	8.753816	0.44124478	0	0	21.28125	0.07849512	7.1942663	0.06804459	0	0	1.4750887	0.035531815	0.06969708	0.02786809	0	0	38.91059	0.049001392	3.919125	0.03738969	0.40495235	0.012076173	0.66017306	0.032977242	12.578416	0.41802135	0.43285805	0.047607988	0.6395202	0.06386437	0.5595102	0.03529958	0.3741512	0.036460754	0.27504548	0.0034835113	8.687419	0.37714815	1.696198	0.04876916	4.540776	0.037854157	86.55904	0.3583372	71.062805	0.43683234	53.979237	0.38922435	5.5479755	0.032048304	1.0607438	0.041569903	1.5847929	0.058058523	0.34154204	0.03506735	11.223025	0.31235486	1.566696	0.036460754	0.30993494	0.03506735	20.290133	0.077566184	0.08075371	0.008360427	1.0514419	0.03576405	12.345732	0.34765443	57.729763	0.44054806	65.472916	0.38852763	21.072659	0.36809105	20.787956	0.3725035	13.437529	0.06386437	1.6778929	0.055271715	0.37917626	0.035996284	0.62942123	0.052020438	4.4221888	0.081978634	4.668569	0.03506735	0	0	0.59278876	0.03529958	83.30642	0.23594984	76.998055	0.24640037	0	0	143.82257	0.2596377	134.11388	0.18253599	63.811462	0.18509057	46.409145	0.40710637	32.67216	0.5973061	32.519085	0.419647	0	0	0	0	5.1928496	0.03971203	7.8688297	0.05062703	5.782168	0.04040873	8.777112	0.0401765	0.66958237	0.051788203	78.983696	0.8358105	83.40269	0.7408267	0	0
WATL24_k141_2685360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466494	0.039875656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.599159	0.43241504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.406832	0.032372173	35.714935	0.032372173	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_1615693	0	0	1.4075983	0.05129849	0.5474321	0.09650529	0.7324401	0.096825905	0	0	1.6098777	0.016992627	0	0	0	0	0	0	0	0	0	0	0.6976471	0.018275088	0	0	0	0	0	0	0.23626384	0.096825905	0.17074034	0.013465854	0.22072573	0.024046168	0	0	0	0	0	0	0	0	0	0	0	0	2.9647162	0.035267714	0.7267202	0.048412953	2.4916222	0.035588328	0	0	0	0	0.06077552	0.014427701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45155823	0.040397562	3.2869086	0.05739019	1.7680401	0.15774287	0.3153763	0.046809874	0	0	0	0	0	0	0	0	0.32132336	0.017313242	0	0	0	0	0	0	5.329041	0.33760822	5.4878283	0.3414556	0	0	2.8997595	0.04264187	0.93135655	0.023725552	1.2954209	0.05803142	17.115557	0.983328	0.29404318	0.022443091	0.6893651	0.07277974	0	0	0	0	0	0	0	0	0	0	0	0	0.41084707	0.015068932	14.313701	0.7903174	15.365409	0.797371	0	0
WATL24_k141_129135	0	0	0	0	0	0	0	0	0	0	0	0	2.1902227	0.10817308	0	0	0	0	0.24047728	0.07852564	0	0	0	0	0.6439161	0.08627137	0	0	0	0	0	0	0.426714	0.09001068	0	0	0	0	0.3585949	0.15998931	14.551257	0.548344	0	0	2.1946597	0.13728632	0.74605393	0.038728632	0	0	0	0	0	0	0	0	0.28153127	0.08146367	0.55693036	0.14663461	0	0	0	0	0	0	0.3564583	0.08066239	0	0	0.55725235	0.06944445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7338212	0.19711539	0	0	0.36195084	0.04994658	0.7138231	0.19017094	1.7897846	0.040331196	24.064037	0.7406517	1.8180546	0.09989316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9256842	0.12099359	71.87519	0.99919873	0	0	0	0	0	0
WATL24_k141_188210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.766647	0.69143444	0	0	0	0	0	0	0	0	0.0710468	0.010319917	0	0	0	0	0	0	0	0	14.321233	0.63839006	16.142483	0.42992777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.22866	0.2489164	10.0727215	0.24293086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_2031718	0	0	0	0	0	0	0	0	0	0	0	0	0.3981353	0.03342801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.161733	0.53878087	0	0	0.3989419	0.062486343	0.6102744	0.054183964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36848333	0.003277256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0523643	0.10836793	0	0	0	0	0.21896604	0.053528514	0	0	22.22986	0.85208654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.663372	0.77474326	93.86061	0.9984706	0	0	0	0	0	0
WATL24_k141_3340378	0	0	0	0	0	0	0	0	0	0	0.4686586	0.0059734927	0	0	0	0	0	0	5.266169	0.71084565	0	0	0	0	1.8001282	0.1579242	0	0	0	0	0	0	0	0	0	0	0	0	0.20049718	0.013440358	0.44216755	0.037147656	0	0	3.9198258	0.31547508	1.5642482	0.10098936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24912821	0.036960986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44956797	0.018853836	0	0	0	0	0	0	0.625439	0.0029867464	2.899711	0.20440546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36886936	0.037521	6.271212	0.14093709	31.39592	0.95034534	0	0	0	0	0	0
WATL24_k141_961602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8454574	0.07653867	0	0	0	0	0	0	0.07003407	0.0071015256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3255556	0.32062072	0.8588811	0.061283536	2.1385753	0.36875328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.638626	0.9981589	0	0	0	0	0	0
WATL24_k141_1853305	0	0	0.2996382	0.061834563	0.6117979	0.086404584	0.46774787	0.121212125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5264554	0.6212121	0	0	0	0	0	0	0	0	0	0	22.742231	0.92833745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9784584	0.7686323	0	0	0	0	0	0	0	0	0	0	18.22174	0.83988535	0	0	0.8396288	0.05937756	20.323772	0.8976249	4.531597	0.6334971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1976304	0.3042588	5.8410234	0.31040132	0	0	0	0	0	0	0	0	0	0	66.47435	0.9995905	69.66789	0.9684685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5391548	0.123669125	0	0	0	0
WATL24_k141_2150525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2868514	0.2005633	0.05461806	0.00296472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21088165	0.0222354	0	0	0	0	0	0	0.052082866	0.025793063	0	0	4.2632623	0.74117994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_1972241	0	0	0.7330815	0.15456367	21.220612	0.89152217	7.971138	0.6098943	0.16839401	0.006356664	0	0	0	0	0	0	0	0	0	0	0	0	0.15034625	0.007462171	0	0	0	0	0	0	9.419456	0.7547157	0	0	0	0	0	0	0	0	0	0	6.6605134	0.50217646	0.18924451	0.018655427	0	0	0.63891035	0.047744077	1.1902485	0.19871485	0.29288527	0.052857045	0	0	0	0	0	0	0	0	5.34251	0.69826573	0	0	0	0	11.268526	0.098873764	0	0	0	0	7.3734007	0.4706695	0.82715994	0.21640296	0	0	4.0180397	0.22752713	7.2382817	0.649278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.064456	0.44475922	11.213302	0.41449594	0	0	0	0	0	0	61.05926	0.76224697	0	0	13.041072	0.81766045	12.906274	0.77399296	0	0	0	0	4.3259273	0.007462171	5.072449	0.007462171	0	0	0	0	0	0	57.173508	0.9945416	58.954037	0.9961307	0	0
WATL24_k141_3221218	0	0	5.878365	0.77072173	7.511694	0.83881664	29.859636	0.40295842	2.1754868	0.17291507	0	0	0	0	0	0	0	0	0	0	0	0	8.601734	0.32644734	10.452428	0.49834225	0	0	0	0	12.216003	0.8054068	0	0	0.96568215	0.2448355	0	0	0	0	0	0	10.347698	0.8508034	6.5196123	0.27416477	7.4799466	0.29201734	1.8140877	0.20147921	0.80930793	0.08594746	7.2072234	0.44809997	0	0	0	0	0	0	0	0	4.670528	0.2922724	0	0	0	0	17.825924	0.17572048	0	0	0.7697882	0.03621525	11.047218	0.8467228	0.4489958	0.10303494	0	0	10.100551	0.5965315	9.344883	0.78092325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.87127	0.4883958	14.146966	0.42081103	0	0	0	0	0	0	3.479304	0.15021679	4.363415	0.3483805	26.430668	0.9943892	27.143948	0.99209386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6371887	0.11298138	3.6358287	0.11298138	0	0
WATL24_k141_604587	0	0	18.949127	0.39258364	3.613085	0.3853285	3.5680623	0.41475213	0	0	0.7589493	0.021362353	0.5508662	0.028617494	0.6909222	0.017533252	0.48002812	0.027811367	0	0	0	0	2.1926253	0.04030633	0.64780915	0.06025796	0	0	0	0	3.7870066	0.41817814	0	0	0.13874315	0.012091898	0.09710805	0.016324064	0.05411444	0.014711809	0	0	1.6817548	0.23478436	0	0	1.4073085	0.0598549	32.5405	0.36719066	21.469587	0.3401854	21.499338	0.31862152	0	0	0.21242505	0.043530833	0.15280841	0.035066504	0	0	2.3579328	0.30592504	0	0	0	0	4.6953816	0.03587263	0	0	0	0	3.3331099	0.27347845	25.758406	0.37988713	33.677032	0.36537686	8.587702	0.34864974	9.61456	0.36638454	2.4987907	0.04312777	0.12133896	0.015316404	0.32904738	0.022773076	0	0	0.40395308	0.0515921	3.376135	0.03204353	0	0	0	0	139.71353	0.32970577	130.69861	0.30451432	0	0	327.32263	0.2912132	368.35223	0.2918178	140.49065	0.22632003	116.04133	0.46896413	61.880695	0.5306328	71.605995	0.4796453	0	0	0	0	7.210128	0.020153165	12.518979	0.019750101	13.539928	0.034260377	9.309345	0.023982266	0.9684341	0.032648128	236.6156	0.92966545	208.6936	0.86698914	0	0
