Contig	220804_BK_C1_DNA_brine_C_sorted RPKM	220805_BK_F1_DNA_brine_sorted RPKM	220805_BK_F3_DNA_brine_C_sorted RPKM	220805_MW_S1_DNA_Brine_sorted RPKM	220805_MW_S2_DNA_Brine_B_sorted RPKM	220805_MW_S3_DNA_Brine_sorted RPKM	220805_MW_S4_DNA_Brine_sorted RPKM	220806_BK_F5_DNA_brine_A_sorted RPKM	220806_BK_F6D_DNA_brine_sorted RPKM	220806_BK_F6E_DNA_brine_sorted RPKM	220806_MW_S5_DNA_Brine_A_sorted RPKM	220806_MW_S6_DNA_Brine_sorted RPKM	220807_BK_F8_DNA_brine_C_sorted RPKM	220807_MW_S7_DNA_Brine_B_sorted RPKM	220807_MW_S8_DNA_Brine_A_sorted RPKM	220808_BK_F10_DNA_brine_B_sorted RPKM	220808_BK_F11_DNA_brine_A_sorted RPKM	220808_BK_F12_DNA_brine_C_sorted RPKM	220808_BK_F13_DNA_brine_C_sorted RPKM	220808_BK_F14_DNA_brine_C_sorted RPKM	220808_BK_F15_DNA_brine_B_sorted RPKM	220808_BK_F9_DNA_brine_A_sorted RPKM	220809_MW_F8_DNA_BrineA_A_sorted RPKM	220809_MW_F8_DNA_BrineB_A_sorted RPKM	220809_MW_S9_DNA_BrineA_A_sorted RPKM	220809_MW_S9_DNA_BrineB_A_sorted RPKM	220809_MW_S9_DNA_BrineC_A_sorted RPKM	220811_JW_F17_DNA_Brine_A_sorted RPKM	220811_JW_F18_DNA_Brine_B_sorted RPKM	220811_JW_F19_DNA_Brine_A_sorted RPKM	220811_JW_F20_DNA_Brine_A_sorted RPKM	220811_JW_F21_DNA_Brine_sorted RPKM	220811_MW_F13_DNA_Brine_B_sorted RPKM	220811_MW_F14_DNA_Brine_C_sorted RPKM	220812_MW_F10_DNA_Brine_B_sorted RPKM	220812_MW_F11_DNA_Brine_A_sorted RPKM	220812_MW_F12_DNA_Brine_B_sorted RPKM	220812_MW_F9_DNA_Brine_sorted RPKM	220813_JW_F23_DNA_Brine_A_sorted RPKM	220813_JW_F25_DNA_Brine_A_sorted RPKM	220813_LF_F9_DNA_Brine_sorted RPKM	220814_MW_F9_DNA_Brine_C_sorted RPKM	220815_LF_B1_DNA_brine_A_sorted RPKM	220815_LF_B2_DNA_brine_B_sorted RPKM	220815_LF_B3_DNA_brine_A_sorted RPKM	220816_LF_B4_DNA_brine_C_sorted RPKM	220816_LF_B5_DNA_brine_C_sorted RPKM	220816_LF_B6_DNA_brine_A_sorted RPKM	220816_LF_B7_DNA_brine_B_sorted RPKM	220817_LF_B8_DNA_brine_C_sorted RPKM
NODE_1030_length_6659_cov_8.029073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382.63766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1031_length_4682_cov_7.227361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.28843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.241104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1031_length_9266_cov_24.517751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.5138	100.8471	0	0	0
NODE_1031_length_9663_cov_6.007494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.38885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.03373	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10325_length_3588_cov_8.115200	0	0	0	0	0	0	0	0	0	317.44162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1032_length_4680_cov_6.210595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.90111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1032_length_9254_cov_7.421785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.651563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.134655	0	0	0
NODE_10345_length_3582_cov_10.099518	0	0	0	0	0	0	0	0	0	425.28937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10353_length_3580_cov_6.903546	0	0	0	0	0	0	0	0	0	282.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1036_length_9288_cov_8.117405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.36441	0	0	0	0	0	0	0	0	0	0	0	0	0	93.786896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1037_length_6448_cov_14.984984	0	0	0	0	0	0	0	0	0	0	0	137.4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1038_length_9196_cov_14.281370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.30794	0	0	0
NODE_1039_length_5685_cov_6.954174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.78818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1039_length_6446_cov_48.463464	0	0	0	0	0	0	0	0	0	0	0	395.37924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1039_length_6935_cov_12.035174	0	0	0	0	0	0	0	0	0	0	0	0	186.33229	0	0	0	0	0	0	0	0	0	99.549	133.27206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_103_length_31704_cov_27.142690	0	0	0	0	0	1591.4897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_103_length_49963_cov_13.517572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906.3897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1040_length_5683_cov_6.187989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.211967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1040_length_7554_cov_41.366182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1478.3258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1028.6144	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1041_length_8369_cov_15.612341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.56586	143.38622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1041_length_8847_cov_15.685396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.179985	136.15959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10424_length_3560_cov_8.630243	0	0	0	0	0	0	0	0	0	317.93875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10431_length_3559_cov_4.050799	0	0	0	0	0	0	0	0	0	165.01457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1043_length_4203_cov_4.144889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608.6697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1043_length_4646_cov_15.591374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.11761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.09416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1043_length_9615_cov_6.456067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.581703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.73582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1044_length_8713_cov_8.593555	0	0	0	0	0	502.9321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1046_length_8830_cov_12.000912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.24156	119.42118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1046_length_8868_cov_9.834676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.682	77.56495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1046_length_9162_cov_11.886790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.682423	49.71263	0	0	0
NODE_1047_length_4636_cov_9.373499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.3234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.52803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1047_length_6434_cov_6.693839	0	0	0	676.8304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1048_length_7040_cov_10.026199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.18962	0	0	0	0
NODE_1049_length_5656_cov_41.393858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.8583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_104_length_42625_cov_52.382499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.51173	0
NODE_1050_length_13674_cov_13.468683	0	0	0	0	0	0	0	0	0	545.0639	0	0	0	0	0	0	0	0	0	0	1110.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.549126	0	0	0	0	0	0
NODE_1051_length_6397_cov_10.224219	0	0	0	0	0	0	0	0	0	0	0	108.48279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1051_length_8311_cov_35.541182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.21948	349.1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.89459	0	0	0
NODE_1051_length_9128_cov_10.359638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.745525	0	0	0
NODE_1052_length_5652_cov_5.418438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.288185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1057_length_3715_cov_6.692896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189.5953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1057_length_5638_cov_4.596991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.419193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1057_length_7007_cov_8.729143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.06435	0	0	0	0
NODE_1057_length_9080_cov_8.442327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.097214	0	0	0
NODE_1059_length_9070_cov_7.453023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.188263	0	0	0
NODE_1060_length_5627_cov_6.070531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.230545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1060_length_5869_cov_172.915549	0	0	0	0	0	0	244.65028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9091.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1061_length_9056_cov_11.892234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.409157	0	0	0
NODE_1062_length_6857_cov_10.421788	0	0	0	0	0	0	0	0	0	0	0	0	49.96024	0	0	0	0	0	0	0	0	0	142.8271	129.52104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1062_length_6987_cov_6.240190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112.31219	0	0	0	0
NODE_1062_length_8730_cov_25.390086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.52121	146.42384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1062_length_9052_cov_22.232633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.11909	0	0	0
NODE_1064_length_4603_cov_113.041777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.56827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639.0789	0	0	0	0	0	0	0	82.12932	0	0	0	0	0	0
NODE_1064_length_8722_cov_47.498789	0	0	0	0	0	0	167.13757	0	0	645.998	0	0	0	0	83.123375	0	77.60827	0	0	0	0	0	0	0	0	0	0	0	235.07736	252.78113	437.27835	0	0	0	0	125.944565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1064_length_9045_cov_21.984093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.39225	0	0	0
NODE_1065_length_3699_cov_12.820527	0	0	848.45056	195.76494	0	0	0	0	0	0	0	0	0	0	0	2256.733	0	0	0	0	0	1012.95355	0	0	0	0	0	0	0	0	0	2408.0605	0	0	0	0	0	442.3273	0	0	972.81445	1835.8608	0	0	0	0	0	0	0	0
NODE_1065_length_6342_cov_6.477493	0	0	0	0	0	0	0	0	0	0	0	64.77214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1065_length_8708_cov_12.087484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.47371	80.05971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1065_length_9042_cov_11.543340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.928783	0	0	47.331642	0	0	0
NODE_1066_length_4599_cov_10.968970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.951817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.40413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1066_length_6343_cov_12.655375	0	0	0	509.82278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941.035	0	0	0	0	0	0	0	0	0	0	0	0	0	489.0212	0	0	0	276.72662	0	0	0	0	0	0	0	0	84.98121	0	0	0
NODE_1066_length_6544_cov_8.559100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375.27313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1066_length_6972_cov_9.912390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.1718	0	0	0	0
NODE_1067_length_5610_cov_10.448065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.801994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1067_length_9487_cov_21.521204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.98042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.39838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1068_length_13575_cov_9.231879	0	0	0	0	0	0	0	0	0	383.85532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1068_length_3866_cov_8.263186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3446.2722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1068_length_5607_cov_7.413365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1068_length_6835_cov_10.996313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.16544	103.518005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1068_length_9023_cov_9.839206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.115814	41.617664	0	0	0
NODE_1069_length_5605_cov_6.089369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.654583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_106_length_29428_cov_83.823920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6483.58	0	0	0	0	0
NODE_106_length_33798_cov_83.764040	0	0	0	0	0	0	0	0	0	0	0	0	1175.1935	0	0	0	0	0	0	0	0	0	1107.8138	1229.1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_106_length_41572_cov_15.989643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.9294	0	0	0	0	0	0
NODE_106_length_42536_cov_75.253666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.5191	0
NODE_1070_length_5702_cov_5.709049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497.79895	0	0	0	0	0	0	0
NODE_1071_length_9476_cov_12.642182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.547676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.17166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1072_length_8697_cov_17.292525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.94439	107.16368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1072_length_9004_cov_70.752933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.14936	0	0	293.74646	0	0	0
NODE_1073_length_5598_cov_13.832221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.408905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1073_length_8589_cov_7.654324	0	0	0	0	0	436.17218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1073_length_8982_cov_19.765319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.37361	0	0	0
NODE_1073_length_9472_cov_19.115217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.16386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.083843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1074_length_8692_cov_8.242214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.063126	90.06079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1075_length_6301_cov_565.583894	0	0	0	0	0	0	0	0	0	0	0	4961.3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1075_length_6947_cov_9.980412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.51724	12.133607	0	0	0
NODE_1076_length_5109_cov_7.518006	0	1077.1471	452.35455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2318.699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1076_length_6291_cov_6.359846	0	0	0	0	0	0	0	0	0	0	0	61.12933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1077_length_8944_cov_8.048149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.61248	0	0	0
NODE_1078_length_8702_cov_7.519833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.16487	66.21635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1079_length_6281_cov_44.276743	0	0	0	0	0	0	0	0	0	0	0	435.54416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_107_length_20469_cov_398.100911	0	0	0	0	0	180.96872	451.4082	0	0	1968.9342	0	0	0	0	395.14258	0	688.9269	0	0	0	0	0	0	0	0	0	0	0	1039.4229	1042.4308	2111.36	289.93213	0	0	0	1062.2837	0	0	0	0	0	0	0	17.847534	0	0	0	0	0	0
NODE_107_length_23808_cov_13.260009	0	0	0	436.23465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442.52475	0	0	0	0	0	0	0	0	0	0	0	0	0	719.3437	0	0	0	130.86426	0	0	0	0	0	0	0	0	0	0	0	0
NODE_107_length_27082_cov_30.984608	0	0	0	0	0	0	0	0	0	0	0	300.87885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_107_length_42459_cov_89.618739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356.19452	0
NODE_1080_length_4575_cov_5.603761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.060486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.86116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1081_length_5578_cov_16.274670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.76567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1081_length_8911_cov_10.664747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.018435	0	0	44.860813	0	0	0
NODE_1081_length_9465_cov_1005.222104	0	0	0	0	0	0	0	0	0	0	0	0	4132.7305	0	0	0	0	0	0	0	0	0	2210.2363	3006.4595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1082_length_5576_cov_8.231661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.262024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1082_length_6914_cov_10.467561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.02278	0	0	0	0
