Contig	240111_N1_DNA_S12_L002_sorted RPKM	240111_N1_DNA_S1_L001_sorted RPKM	240111_N2_VIROME_S26_L001_sorted RPKM	240111_N2_VIROME_S37_L002_sorted RPKM	240111_N3A_sed_DNA_S24_L001_sorted RPKM	240111_N3A_sed_DNA_S35_L002_sorted RPKM	240111_N3B_DNA_S4_L001_sorted RPKM	240111_N3B_VIROME_S28_L001_sorted RPKM	240111_N3_DNA_S14_L002_sorted RPKM	240111_N3_DNA_S3_L001_sorted RPKM	240113_N4_DNA_S6_L001_sorted RPKM	240113_N4_VIROME_S29_L001_sorted RPKM	240113_N5_DNA_S7_L001_sorted RPKM	240113_N5_VIROME_S30_L001_sorted RPKM	240114_N7A_VIROME_S31_L001_sorted RPKM	240114_N7A_VIROME_S43_L002_sorted RPKM	240114_N7B_DNA_S20_L002_sorted RPKM	240114_N7B_DNA_S9_L001_sorted RPKM	240114_N7B_VIROME_S32_L001_sorted RPKM	240114_N9_DNA_S11_L001_sorted RPKM	240114_N9_DNA_S22_L002_sorted RPKM	240114_N9_mat_DNA_S21_L001_sorted RPKM	240114_N9_VIROME_S34_L001_sorted RPKM	240115_N10_DNA_S12_L001_sorted RPKM	240115_N10_DNA_S23_L002_sorted RPKM	240115_N10_VIROME_S35_L001_sorted RPKM	240115_N11_mat_DNA_S22_L001_sorted RPKM	240115_N9_mat_DNA_S23_L001_sorted RPKM	240116_N11_DNA_S13_L001_sorted RPKM	240116_N11_VIROME_S36_L001_sorted RPKM	240116_N12_DNA_S14_L001_sorted RPKM	240116_N12_VIROME_S37_L001_sorted RPKM	240116_N13_DNA_S15_L001_sorted RPKM	240116_N13_VIROME_S38_L001_sorted RPKM	240117_GW01_DNA_S18_L001_sorted RPKM	240117_GW01_VIROME_S41_L001_sorted RPKM	240117_N14_VIROME_S39_L001_sorted RPKM	240117_N14_VIROME_S51_L002_sorted RPKM	240117_N15_DNA_S17_L001_sorted RPKM	240117_N15_DNA_S28_L002_sorted RPKM	240117_N15_VIROME_S52_L002_sorted RPKM	240119_GW02_VIROME_S42_L001_sorted RPKM	240119_GW02_VIROME_S54_L002_sorted RPKM	240119_GW03_DNA_S20_L001_sorted RPKM	240120_N3C_DNA_S5_L001_sorted RPKM	240120_N3C_VIROME_1_S38_L002_sorted RPKM	240120_N3C_VIROME_S27_L001_sorted RPKM
genomad_k141_570125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.878092	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2056898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.765816	120.91966	0	13.834762	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1462024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.96685	34.648323	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2413881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.624283	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_512322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.905132	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_154565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0436	23.583065	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1521831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.913988	0	10.207926	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_392693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.115902	61.14575	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2115983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.385666	44.036118	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3365847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516.0374	275.5927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3603316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520.6508	208.19247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3008997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3276825	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_631027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.687989	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3305590	0	0	0	0	2809.834	2769.3179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2355728	0	0	0	0	1844.4026	2015.5144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2710367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.701712	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1106643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1580.126	1440.3983	0	0	0	0	0	0	0
genomad_k141_690348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.808235	29.475428	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1878299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.45305	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_392846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.45075	0	25.845936	27.503479	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1462216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.853758	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2175535	0	0	0	0	0	0	0	0	0	0	0	0	66.034515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2235534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3043.9646	689.67004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_807742	0	0	0	0	0	0	0	718.5607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.9656	293.66644	22.111107	36.075027	0	30.674469	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1225145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.059078	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2949900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.955273	154.85603	1032.2537	0	298.6077	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3246605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.66466	22.369337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_96626	0	0	0	0	0	0	0	0	0	0	0	0	61.967262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2533733	0	0	0	0	0	0	0	0	0	0	0	0	99.57117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3246654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.36317	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1166484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.782822	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2888865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.827647	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_869622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7431927	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2057314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.05417	219.17053	0	50.487114	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1819895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.80137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1700095	0	0	0	0	0	0	0	0	0	0	0	0	601.85986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_807954	0	0	0	0	998.6639	983.37134	0	0	1184.7661	1158.0281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_213663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.688902	113.47619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3782606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.754482	23.879316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3068372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.94789	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1166600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.148863	14.816999	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_96863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.63482	324.1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2356124	0	0	237.39984	254.07283	0	0	0	0	0	0	0	879.4995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894.38367	923.93335	0	0	0	0
genomad_k141_3424262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.417397	12.758008	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1522428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.897841	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2889055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.80863	34.4087	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1522467	0	0	0	0	2035.0997	2169.6936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1878852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250.23367	78.33978	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_96980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.45415	45.45423	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_36304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.089203	12.081179	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1283692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_36325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.60697	62.596455	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_97053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.41095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3604019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.79375	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1820317	0	0	0	0	0	0	0	0	0	0	0	0	80.68872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_751017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.221601	16.713202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_454838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.40891	79.61646	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2711089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.178252	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1582721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.96109	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3782833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.927497	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2236221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.031734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2116809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.31819	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_631846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.478336	27.04726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1938771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.130334	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_513260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.572834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2473715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1470.5557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1938870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.44174	73.732185	0	60.488743	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_155534	0	0	0	0	0	0	0	0	0	0	0	0	25.165369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_214185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.883207	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3663847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.23815	67.1221	0	68.018776	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_455125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.208397	13.725265	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2176313	0	0	0	0	2235.2222	2153.324	0	0	1159.9171	1344.0898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3604299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.021141	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1820542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.100298	27.54253	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2295596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.741077	0	55.39706	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1284076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.0332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1405127	0	0	0	0	6486.2983	6295.522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1522905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.85851	27.0924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1761246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.859215	14.869749	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2771317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.935877	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3366933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402.33463	203.88383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_632187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.008558	61.018417	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2058127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.767633	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_929672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.274734	285.96103	0	114.18302	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_571338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.948751	31.823196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1583154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.98717	8.587788	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_334214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.393341	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2356907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.695094	6.6496167	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3664150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.497246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1820811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1095.3972	991.5382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_275648	0	0	0	0	0	0	0	234.70369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.26375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3187827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.447938	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1345736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.51406	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_691664	4261.187	4421.479	0	0	0	0	0	0	1740.9319	1739.9113	0	0	0	0	0	0	623.75256	621.3092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3010299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.725457	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1999019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.141272	5.0430117	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2711796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4209.6777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3724196	0	0	0	0	0	0	0	752.81555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.79286	1051.0669	93.10393	337.49112	0	118.29387	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_571682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.699478	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1226601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.296587	45.988575	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2357265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.39546	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2415594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4087687	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2830678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.006176	69.396416	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3783630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.00299	120.11165	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1701529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.227657	18.474888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2535065	0	0	0	0	0	0	0	206.7246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.48387	113.2941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1284622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27419	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1999247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.650505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_455890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.641796	5.697095	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_394621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.327312	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2654106	0	0	0	0	0	0	0	0	670.72424	665.33826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2277.6853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_3129700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.7305	47.905457	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1701629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.307821	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_1048512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.306585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_572003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.495022	31.776066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genomad_k141_2830852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.07124	71.13113	0	0	0	0	0	0	0	0	0	0	0	0	0
