Contig	220804_BK_C1_DNA_brine_C.sorted RPKM	220804_BK_C1_DNA_brine_C.sorted Covered Fraction	220805_BK_F1_DNA_brine.sorted RPKM	220805_BK_F1_DNA_brine.sorted Covered Fraction	220805_BK_F3_DNA_brine_C.sorted RPKM	220805_BK_F3_DNA_brine_C.sorted Covered Fraction	220805_MW_S1_DNA_Brine.sorted RPKM	220805_MW_S1_DNA_Brine.sorted Covered Fraction	220805_MW_S2_DNA_Brine_B.sorted RPKM	220805_MW_S2_DNA_Brine_B.sorted Covered Fraction	220805_MW_S3_DNA_Brine.sorted RPKM	220805_MW_S3_DNA_Brine.sorted Covered Fraction	220805_MW_S4_DNA_Brine.sorted RPKM	220805_MW_S4_DNA_Brine.sorted Covered Fraction	220806_BK_F5_DNA_brine_A.sorted RPKM	220806_BK_F5_DNA_brine_A.sorted Covered Fraction	220806_BK_F6D_DNA_brine.sorted RPKM	220806_BK_F6D_DNA_brine.sorted Covered Fraction	220806_BK_F6E_DNA_brine.sorted RPKM	220806_BK_F6E_DNA_brine.sorted Covered Fraction	220806_MW_S5_DNA_Brine_A.sorted RPKM	220806_MW_S5_DNA_Brine_A.sorted Covered Fraction	220806_MW_S6_DNA_Brine.sorted RPKM	220806_MW_S6_DNA_Brine.sorted Covered Fraction	220807_BK_F8_DNA_brine_C.sorted RPKM	220807_BK_F8_DNA_brine_C.sorted Covered Fraction	220807_MW_S7_DNA_Brine_B.sorted RPKM	220807_MW_S7_DNA_Brine_B.sorted Covered Fraction	220807_MW_S8_DNA_Brine_A.sorted RPKM	220807_MW_S8_DNA_Brine_A.sorted Covered Fraction	220808_BK_F10_DNA_brine_B.sorted RPKM	220808_BK_F10_DNA_brine_B.sorted Covered Fraction	220808_BK_F11_DNA_brine_A.sorted RPKM	220808_BK_F11_DNA_brine_A.sorted Covered Fraction	220808_BK_F12_DNA_brine_C.sorted RPKM	220808_BK_F12_DNA_brine_C.sorted Covered Fraction	220808_BK_F13_DNA_brine_C.sorted RPKM	220808_BK_F13_DNA_brine_C.sorted Covered Fraction	220808_BK_F14_DNA_brine_C.sorted RPKM	220808_BK_F14_DNA_brine_C.sorted Covered Fraction	220808_BK_F15_DNA_brine_B.sorted RPKM	220808_BK_F15_DNA_brine_B.sorted Covered Fraction	220808_BK_F9_DNA_brine_A.sorted RPKM	220808_BK_F9_DNA_brine_A.sorted Covered Fraction	220809_MW_F8_DNA_BrineA_A.sorted RPKM	220809_MW_F8_DNA_BrineA_A.sorted Covered Fraction	220809_MW_F8_DNA_BrineB_A.sorted RPKM	220809_MW_F8_DNA_BrineB_A.sorted Covered Fraction	220809_MW_S9_DNA_BrineA_A.sorted RPKM	220809_MW_S9_DNA_BrineA_A.sorted Covered Fraction	220809_MW_S9_DNA_BrineB_A.sorted RPKM	220809_MW_S9_DNA_BrineB_A.sorted Covered Fraction	220809_MW_S9_DNA_BrineC_A.sorted RPKM	220809_MW_S9_DNA_BrineC_A.sorted Covered Fraction	220811_JW_F17_DNA_Brine_A.sorted RPKM	220811_JW_F17_DNA_Brine_A.sorted Covered Fraction	220811_JW_F18_DNA_Brine_B.sorted RPKM	220811_JW_F18_DNA_Brine_B.sorted Covered Fraction	220811_JW_F19_DNA_Brine_A.sorted RPKM	220811_JW_F19_DNA_Brine_A.sorted Covered Fraction	220811_JW_F20_DNA_Brine_A.sorted RPKM	220811_JW_F20_DNA_Brine_A.sorted Covered Fraction	220811_JW_F21_DNA_Brine.sorted RPKM	220811_JW_F21_DNA_Brine.sorted Covered Fraction	220811_MW_F13_DNA_Brine_B.sorted RPKM	220811_MW_F13_DNA_Brine_B.sorted Covered Fraction	220811_MW_F14_DNA_Brine_C.sorted RPKM	220811_MW_F14_DNA_Brine_C.sorted Covered Fraction	220812_MW_F10_DNA_Brine_B.sorted RPKM	220812_MW_F10_DNA_Brine_B.sorted Covered Fraction	220812_MW_F11_DNA_Brine_A.sorted RPKM	220812_MW_F11_DNA_Brine_A.sorted Covered Fraction	220812_MW_F12_DNA_Brine_B.sorted RPKM	220812_MW_F12_DNA_Brine_B.sorted Covered Fraction	220812_MW_F9_DNA_Brine.sorted RPKM	220812_MW_F9_DNA_Brine.sorted Covered Fraction	220813_JW_F23_DNA_Brine_A.sorted RPKM	220813_JW_F23_DNA_Brine_A.sorted Covered Fraction	220813_JW_F25_DNA_Brine_A.sorted RPKM	220813_JW_F25_DNA_Brine_A.sorted Covered Fraction	220813_LF_F9_DNA_Brine.sorted RPKM	220813_LF_F9_DNA_Brine.sorted Covered Fraction	220814_MW_F9_DNA_Brine_C.sorted RPKM	220814_MW_F9_DNA_Brine_C.sorted Covered Fraction	220815_LF_B1_DNA_brine_A.sorted RPKM	220815_LF_B1_DNA_brine_A.sorted Covered Fraction	220815_LF_B2_DNA_brine_B.sorted RPKM	220815_LF_B2_DNA_brine_B.sorted Covered Fraction	220815_LF_B3_DNA_brine_A.sorted RPKM	220815_LF_B3_DNA_brine_A.sorted Covered Fraction	220816_LF_B4_DNA_brine_C.sorted RPKM	220816_LF_B4_DNA_brine_C.sorted Covered Fraction	220816_LF_B5_DNA_brine_C.sorted RPKM	220816_LF_B5_DNA_brine_C.sorted Covered Fraction	220816_LF_B6_DNA_brine_A.sorted RPKM	220816_LF_B6_DNA_brine_A.sorted Covered Fraction	220816_LF_B7_DNA_brine_B.sorted RPKM	220816_LF_B7_DNA_brine_B.sorted Covered Fraction	220817_LF_B8_DNA_brine_C.sorted RPKM	220817_LF_B8_DNA_brine_C.sorted Covered Fraction	240111_N1_DNA_S12_L002.sorted RPKM	240111_N1_DNA_S12_L002.sorted Covered Fraction	240111_N1_DNA_S1_L001.sorted RPKM	240111_N1_DNA_S1_L001.sorted Covered Fraction	240111_N3B_DNA_S4_L001.sorted RPKM	240111_N3B_DNA_S4_L001.sorted Covered Fraction	240111_N3_DNA_S14_L002.sorted RPKM	240111_N3_DNA_S14_L002.sorted Covered Fraction	240111_N3_DNA_S3_L001.sorted RPKM	240111_N3_DNA_S3_L001.sorted Covered Fraction	240113_N4_DNA_S6_L001.sorted RPKM	240113_N4_DNA_S6_L001.sorted Covered Fraction	240113_N5_DNA_S7_L001.sorted RPKM	240113_N5_DNA_S7_L001.sorted Covered Fraction	240114_N7B_DNA_S20_L002.sorted RPKM	240114_N7B_DNA_S20_L002.sorted Covered Fraction	240114_N7B_DNA_S9_L001.sorted RPKM	240114_N7B_DNA_S9_L001.sorted Covered Fraction	240114_N9_DNA_S11_L001.sorted RPKM	240114_N9_DNA_S11_L001.sorted Covered Fraction	240114_N9_DNA_S22_L002.sorted RPKM	240114_N9_DNA_S22_L002.sorted Covered Fraction	240115_N10_DNA_S12_L001.sorted RPKM	240115_N10_DNA_S12_L001.sorted Covered Fraction	240115_N10_DNA_S23_L002.sorted RPKM	240115_N10_DNA_S23_L002.sorted Covered Fraction	240116_N11_DNA_S13_L001.sorted RPKM	240116_N11_DNA_S13_L001.sorted Covered Fraction	240116_N12_DNA_S14_L001.sorted RPKM	240116_N12_DNA_S14_L001.sorted Covered Fraction	240116_N13_DNA_S15_L001.sorted RPKM	240116_N13_DNA_S15_L001.sorted Covered Fraction	240117_N15_DNA_S17_L001.sorted RPKM	240117_N15_DNA_S17_L001.sorted Covered Fraction	240117_N15_DNA_S28_L002.sorted RPKM	240117_N15_DNA_S28_L002.sorted Covered Fraction	240120_N3C_DNA_S5_L001.sorted RPKM	240120_N3C_DNA_S5_L001.sorted Covered Fraction
WATL24_k141_2502669	0	0	3.2232795	0.13932584	0.9627818	0.21605137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5517126	0.16147673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.088072	0.17335473	5.1783495	0.11171749	0	0	0	0	0	0	0	0	1.3223941	0.11492777	0	0	0	0	0	0	0	0	0	0	0	0	4.0307417	0.16853933	14.514316	0.17431782	1.4748437	0.123595506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.471062	0.96147674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.45633	0.89213485	15.516131	0.80160517	0	0
WATL24_k141_897319	0	0	0	0	0	0	0.84329385	0.19293775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.272634	0.4823444	13.58026	0.48016018	0	0	0	0	0	0	0	0	2.47054	0.16126683	3.2971568	0.37204224	2.7707536	0.27994177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.00612	0.97779393	47.91523	0.9752457	0	0
WATL24_k141_1491714	0	0	0	0	0	0	7.430966	0.64302105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8533188	0.1975798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.810751	0.25297308	0	0	1.0798235	0.1620071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.24976	1	210.24246	1	0	0
WATL24_k141_3038114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.897245	0.155021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.480125	0.8743795	0	0	0	0	0	0	0	0
WATL24_k141_481241	0	0	0	0	6.030476	0.8541267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.220116	0.9849648	0	0	0	0	0	0	0	0	0	0	9.018337	0.91234803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.482956	0.9040307	0	0	0	0	38.649967	0.27351248	0	0	0	0	9.698918	0.8765195	2.983729	0.38323736	0	0	6.3685	0.659309	3.7344253	0.41394752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.51823	0.8653231	0	0	9.697439	0.8506078	12.521952	0.77927065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_1967362	0	0	0	0	0.75221103	0.17983446	2.0335712	0.25056434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.522438	0.8542764	0	0	0	0	0	0	0	0	6.005931	0.7439177	0	0	0	0	0	0	1.3121092	0.2947078	2.8160489	0.14948583	7.2508683	0.32054177	0	0	0	0	4.0457883	0.43692	0	0	0	0	0	0	0	0	0.96859896	0.331076	0	0	0	0	0	0	0	0	7.7406826	0.31402057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.83046	0.9917231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_2859522	0	0	15.345559	0.56556964	3.6335874	0.40987343	3.2255456	0.26835442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08303	0.51063293	0	0	0	0	0	0	0	0	0	0	4.120355	0.38936707	0	0	0	0	30.019386	0.54835445	29.267593	0.56734174	18.933453	0.53544307	0	0	0	0	0	0	0	0	4.3017564	0.4379747	0	0	0	0	0	0	0	0	0	0	5.9587283	0.43721518	30.333628	0.581519	36.791035	0.50177217	12.018421	0.5012658	10.438207	0.4949367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.39311	0.42202532	20.503004	0.38177216	0	0	74.21419	0.44886076	69.371796	0.44531646	18.630198	0.26481012	23.741295	0.65898734	6.691772	0.4172152	7.088244	0.40683544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.182146	0.4964557	12.69788	0.46911392	0	0
WATL24_k141_2027067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8830328	0.33065894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.73439	0.9996586	0	0	0	0	0	0
WATL24_k141_2918926	0	0	14.352914	0.12826511	4.0087757	0.39532164	2.9351718	0.16296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9285316	0.13957115	0	0	0	0	0	0	0	0	0	0	3.0592864	0.12397661	0	0	0	0	25.714706	0.13918129	19.991146	0.14619882	24.297314	0.13333334	0	0	0	0	0	0	0	0	3.111525	0.109161794	0	0	0	0	0	0	0	0	0	0	4.354811	0.13762183	13.426377	0.14736842	21.823343	0.117348924	12.13959	0.29161793	7.2625437	0.1454191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.91911	0.120467834	12.430639	0.120467834	0	0	0	0	0	0	13.096041	0.12124756	27.59231	0.985575	4.9003115	0.11890838	4.76896	0.11929824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.289658	0.8518519	21.094877	0.83391815	0	0
WATL24_k141_1432351	2.6582675	0.1611735	85.122215	0.8544006	175.0373	0.90909094	105.08698	0.8424484	8.097307	0.21695039	0	0	0	0	0	0	0	0	0	0	0	0	92.0751	0.4331764	8.947161	0.27997103	0	0	0	0	236.8784	0.87359655	0	0	24.133055	0.30641073	0	0	0	0	0	0	236.21104	0.8728722	1.694372	0.14668599	0	0	16.105114	0.5718942	39.17004	0.80876493	68.24855	0.78486055	0	0	0	0	0	0	0	0	153.7635	0.8924303	0	0	0	0	191.15962	0.5266208	0	0	29.621359	0.3071351	198.81572	0.9007606	10.65424	0.38826513	42.107815	0.11300254	198.93327	0.8652662	201.86981	0.9159725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.49245	0.72437525	210.9857	0.7196668	0	0	0	0	0	0	200.70923	0.69829774	16.998596	0.33900762	262.03336	0.9152481	241.21161	0.87250996	0	0	0	0	118.71197	0.28033322	143.1811	0.28033322	0	0	0	0	0	0	46.253902	0.48533142	50.314617	0.41651577	0	0
WATL24_k141_2680656	4.8142066	0.1137746	0	0	0	0	0	0	0	0	4.5672903	0.15134168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7988796	0.42075133	0.53211343	0.10805009	0.96082634	0.16386405	0.49665594	0.16207513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.308981	0.67012525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3882.9128	0.4550984	3678.742	0.4550984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_897343	0	0	0	0	0	0	0	0	0	0	4.8027	0.2185854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9498118	0.23626786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_778404	0	0	0	0	0.5421549	0.12432774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.078826	0.41316038	6.3547277	0.39829168	0	0	0	0	0	0	0	0	13.4673605	0.8453021	1.052568	0.13286935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.727816	0.8177792	11.251379	0.7235052	0	0
WATL24_k141_3156702	0	0	19.780369	0.35149804	2.9300463	0.35345203	2.6404195	0.23643075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7446122	0.33260965	0	0	0	0	0	0	0	0	0	0	3.4704235	0.32283977	0	0	0	0	22.043247	0.35214937	24.390772	0.3897091	14.645042	0.28310898	0	0	0	0	0	0	0	0	2.5711825	0.2781155	0	0	0	0	0	0	0	0	0	0	2.9447854	0.24142423	22.820158	0.4033869	28.746601	0.26530612	11.636622	0.34389925	5.931761	0.33977422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.487444	0.46330872	22.428589	0.49544072	0	0	56.417362	0.26552323	60.48793	0.26161528	24.370707	0.25597048	26.397188	0.8048198	10.554411	0.4552757	10.091848	0.40555796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.781786	0.7418584	27.58651	0.7537994	0	0
WATL24_k141_3573249	5.404154	0.2827443	2.5609615	0.30028588	3.3402126	0.5641892	9.556882	0.6685291	8.230754	0.34160602	4.2389736	0.16541061	0	0	0	0	0	0	0	0	0	0	6.7261076	0.18620062	15.942322	0.4747921	0	0	0	0	1.2078166	0.28430355	0	0	102.406975	0.99740124	0	0	0	0	0	0	0.679753	0.14579003	9.239612	0.3545998	12.020463	0.36278588	0	0	0	0	6.3831706	0.45699066	0	0	0	0	0	0	0	0	3.3118382	0.32900208	0	0	0	0	0	0	0	0	138.35011	0.97388256	1.24407	0.18633056	0	0	0	0	0.5969514	0.11486486	0.74229693	0.12798856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82860166	0.11265592	0	0	7.9530034	0.15280665	7.495858	0.14786902	0	0	153.37566	0.99987006	1.7052791	0.24402288	1.0243101	0.18061331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4938589	0.19451663	2.9623785	0.21842515	0	0
WATL24_k141_539850	0	0	64.11127	0.9717825	14.374637	0.8888506	7.37367	0.5289057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6836479	0.229181	0	0	0	0	16.76107	0.89057124	0	0	0.95537055	0.24913971	0	0	0	0	0	0	11.001218	0.83551276	0	0	0	0	94.61439	0.89263594	83.253815	0.8940124	64.338554	0.9690296	0	0	0	0	0	0	0	0	11.694382	0.8465244	0	0	0	0	8.752838	0.13386098	0	0	0	0	14.41426	0.86269784	96.41185	0.9528562	96.31259	0.8940124	37.239326	0.87543017	37.008987	0.92773575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.944754	0.6455609	20.846775	0.6390227	0	0	81.29211	0.78183067	65.8705	0.8114246	32.081753	0.62835515	4.048979	0.2512044	9.541085	0.81211287	12.908687	0.80935997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62932	0.58121127	7.322288	0.36854783	0	0
WATL24_k141_2562272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_3038146	0	0	4.306812	0.19289137	0.51330423	0.16333866	2.0815446	0.13338658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.336393	0.1413738	0	0	0	0	0	0	0	0	0	0	0.6964031	0.19448882	0	0	0	0	4.143551	0.11341853	7.446601	0.25958467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.457878	0.11461661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.083712	0.28035143	35.017025	0.38059106	0	0	0	0	0	0	0	0	0	0	4.133861	0.21126199	17.260817	0.16134185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.81971	1	46.73807	1	0	0
WATL24_k141_124241	3.5196722	0.15694481	1.3618083	0.17133142	0	0	5.150533	0.42191997	16.244272	0.3120586	0	0	0	0	0	0	0	0	0	0	0	0	1.8053578	0.13052577	9.907953	0.29871827	0	0	0	0	0.6808004	0.11797018	0	0	36.855236	0.95710176	0	0	0	0	0	0	3.5730352	0.43578342	6.36318	0.20115092	5.6714387	0.15380591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.548897	0.3604499	0	0	0	0	0	0	0	0	83.14927	0.8977243	1.2522056	0.19748889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.826773	0.99973845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_1075696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6999445	0.5258147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5694773	0.17008422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8788905	0.35206884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5784047	0.13218601	39.094906	0.997803	0	0	0	0	0	0
WATL24_k141_2383860	0	0	4.999487	0.10657541	1.7803578	0.12099731	1.6987495	0.26594964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99949	0.12099731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.782351	0.113175265	6.9507675	0.10853092	8.961222	0.13810804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7520595	0.10633097	11.577867	0.15204106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.90567	0.19946223	79.96478	0.19946223	0	0	0	0	0	0	0	0	72.65782	0.3170374	30.950188	0.52725494	30.232946	0.56612074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.77747	0.9393791	132.03903	0.9657785	0	0
WATL24_k141_1848363	0	0	0	0	0.8573657	0.15523157	1.82117	0.20097199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8646538	0.10949114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.598907	0.40880504	15.951411	0.4502573	0	0	0	0	12.931027	0.12835906	0	0	0	0	4.3330755	0.2993139	3.0307028	0.29245284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.921707	0.9962836	40.408943	0.99971414	0	0
WATL24_k141_481270	2.2194276	0.10174459	0	0	123.448715	0.94905794	38.71657	0.5558967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.081934	0.24549896	4.5969963	0.25959525	0	0	0	0	1.6086869	0.24298674	0	0	1.6467974	0.22721563	0.9501288	0.10928123	0	0	0	0	6.6928563	0.6337753	0	0	2.017391	0.1286811	0	0	0	0	31.21119	0.15310538	0	0	0	0	0	0	0	0	4.5633783	0.5926029	0	0	0	0	0	0	0	0	0	0	3.841772	0.5644103	0	0	0	0	1.8523315	0.16552687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7308424	0.33496162	73.70488	0.9997209	77.43287	0.9923238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATL24_k141_302172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.32479	0.8717775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.042618	0.9823609	0	0	0	0	0	0
WATL24_k141_2383870	0	0	2.1377013	0.114251494	0.25654963	0.10850299	0.69357127	0.10371257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5975885	0.11401197	1.1165442	0.10371257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47776264	0.114491016	0.6873984	0.12095808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3496144	0.14922155	0.9164434	0.10467066	0	0	0	0	0	0	0	0	16.392487	0.94682634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.182616	0.86203593	10.120517	0.8179641	0	0
WATL24_k141_1848376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.112948	0.17368999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.536224	0.89776474	0	0	0	0	0	0	0	0
WATL24_k141_1729445	0	0	0	0	0.45481732	0.16295117	1.6394395	0.22186837	5.2740426	0.22222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98676825	0.15145081	0	0	6.6313057	0.78821653	0	0	0	0	0	0	0.7198957	0.13322717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22775443	0.10739561	0	0	0	0	0	0	0	0	16.927197	0.48443028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.969835	0.98389953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
