File,Median_pI,n_structural
k141_1300066.faa,5.599970817565917,1
k141_844963.faa,4.455006217956543,1
k141_253401.faa,5.182431602478027,3
k141_977365.faa,10.130384635925292,1
k141_1255932.faa,5.006514930725097,3
k141_177533.faa,6.157049751281736,1
k141_595999.faa,4.394415855407716,1
k141_497142.faa,4.43454418182373,1
k141_1054312.faa,4.682305335998535,2
k141_1575659.faa,4.563483428955077,2
k141_494315.faa,5.004582405090332,1
k141_1692708.faa,4.177120399475096,3
k141_733660.faa,4.2662439346313485,1
k141_1093103.faa,4.870499229431152,2
k141_1110578.faa,5.064092826843261,13
k141_1463007.faa,9.802433967590334,2
k141_1492798.faa,4.707769203186035,1
k141_681944.faa,4.4647825241088865,1
k141_1431999.faa,6.529345130920409,3
k141_1068428.faa,5.292329788208008,2
k141_1516467.faa,5.233586692810058,1
k141_649669.faa,5.448722267150878,1
k141_262169.faa,5.21301097869873,3
k141_344804.faa,4.472967338562011,1
k141_744371.faa,4.388788795471191,1
k141_631513.faa,5.214829826354979,1
k141_1707075.faa,5.012369346618652,2
k141_962552.faa,4.735449790954591,1
k141_600080.faa,4.576471138000489,1
k141_1064776.faa,4.683669471740722,1
k141_845112.faa,4.929640197753905,2
k141_851167.faa,4.719875907897949,3
k141_1177722.faa,4.438153457641601,2
k141_1611824.faa,4.670312309265135,4
k141_108888.faa,4.5956827163696286,2
k141_1256026.faa,5.594343757629394,2
k141_33375.faa,7.54485149383545,2
k141_24609.faa,4.787798500061036,1
k141_14912.faa,4.987701225280761,1
k141_1571991.faa,5.063183403015136,3
k141_225829.faa,5.336522102355956,3
k141_311226.faa,6.447331619262695,2
k141_1708232.faa,4.2438209533691404,2
k141_1434215.faa,4.778476905822753,2
k141_307322.faa,4.834832763671875,2
k141_64239.faa,9.77497043609619,1
k141_1544080.faa,4.9737756729125975,1
k141_1639945.faa,7.9703069686889645,1
k141_1696630.faa,5.444573020935058,3
k141_186860.faa,5.025385475158691,1
k141_829631.faa,4.848218345642089,1
k141_787064.faa,4.443183708190918,3
k141_1283035.faa,4.0500284194946286,1
k141_1409157.faa,6.235658073425292,1
k141_369410.faa,4.830541419982909,2
k141_1165246.faa,4.4224943161010755,1
k141_1417433.faa,4.551461982727051,1
k141_1272219.faa,4.536627006530763,1
k141_1689274.faa,5.027431678771973,1
k141_1485384.faa,4.958031272888182,1
k141_1239754.faa,4.4587007522583,3
k141_138340.faa,5.174701499938963,1
k141_857847.faa,4.958144950866698,1
k141_1114695.faa,4.715897178649903,3
k141_1283545.faa,6.617168617248535,2
k141_226887.faa,4.0500284194946286,1
k141_293782.faa,5.004298210144043,1
k141_683000.faa,5.3640605926513665,2
k141_730584.faa,4.504399299621583,1
k141_506924.faa,4.620009803771973,6
k141_1730551.faa,4.9196081161499015,1
k141_226662.faa,4.827472114562988,4
k141_1408710.faa,4.57226505279541,1
k141_794233.faa,4.408796119689941,1
k141_1443507.faa,5.026067543029785,1
k141_734085.faa,4.506047630310059,1
k141_425124.faa,4.925292015075683,1
k141_47146.faa,5.104334831237792,1
k141_359934.faa,4.799279975891113,1
k141_809084.faa,5.411663246154785,1
k141_583720.faa,4.561977195739746,2
k141_1007165.faa,6.0732515335083015,2
k141_865176.faa,4.130000877380371,1
k141_461941.faa,5.1182035446167,2
k141_1507153.faa,4.593409156799316,1
k141_32081.faa,5.635182571411132,2
k141_361059.faa,5.997389030456542,1
k141_369411.faa,4.8977251052856445,1
k141_1350522.faa,4.0500284194946286,1
k141_1205245.faa,4.304837608337404,1
k141_361717.faa,5.1618558883667,4
k141_969572.faa,5.111240768432616,2
k141_1354787.faa,6.205021858215332,1
k141_846585.faa,10.274729347229002,1
k141_1399911.faa,10.55742321014404,1
k141_491668.faa,4.696827697753905,2
k141_733271.faa,4.213099479675294,1
k141_733265.faa,4.572662925720215,1
k141_1608555.faa,6.939949989318847,1
k141_1532103.faa,6.838208198547363,1
k141_61354.faa,5.040362548828124,2
k141_495585.faa,5.853131675720214,1
k141_523623.faa,4.50030689239502,2
k141_1308629.faa,4.923359489440917,1
k141_426997.faa,5.284230232238768,3
k141_413086.faa,6.016827964782716,2
k141_1334675.faa,4.921682739257811,2
k141_926305.faa,5.825394248962403,1
k141_636527.faa,10.044770622253417,1
k141_350441.faa,8.71698875427246,2
k141_1254181.faa,5.140939140319824,1
k141_200504.faa,4.541060447692872,1
k141_1092036.faa,5.523124504089354,1
k141_317722.faa,7.0349754333496115,2
k141_1016336.faa,4.449777030944825,3
k141_1655732.faa,4.778817939758301,3
k141_932358.faa,7.039347076416014,2
k141_1715464.faa,8.80633296966553,1
k141_733477.faa,5.033172416687012,1
k141_108335.faa,6.363659477233886,1
k141_1388559.faa,4.634219551086425,3
k141_1501126.faa,4.0500284194946286,1
k141_746215.faa,5.390860176086425,2
k141_1502349.faa,4.591533470153809,1
k141_180828.faa,4.962919425964355,1
k141_935621.faa,4.0500284194946286,1
k141_61750.faa,4.49172420501709,1
k141_1084456.faa,4.989122200012206,1
k141_1519782.faa,5.043914985656738,5
k141_1119207.faa,5.277636909484862,2
k141_259129.faa,5.035048103332519,2
k141_1683160.faa,5.072846031188964,1
k141_57586.faa,5.155433082580565,3
k141_1579712.faa,5.980507850646972,1
k141_173008.faa,4.970649528503418,1
k141_926111.faa,5.580105590820311,2
k141_378126.faa,6.232816123962402,3
k141_58662.faa,5.609917640686036,1
k141_205683.faa,5.364373207092285,2
k141_830940.faa,4.465805625915528,1
k141_1074002.faa,5.049996757507324,5
k141_847538.faa,5.78205451965332,2
k141_1161433.faa,5.671303749084472,1
k141_970380.faa,4.704813575744628,1
k141_1289651.faa,5.892862129211425,3
k141_741578.faa,6.397706031799316,1
k141_1247458.faa,4.270251083374024,2
k141_806941.faa,5.425475120544433,3
k141_1149142.faa,5.075091171264647,2
k141_290897.faa,5.0565900802612305,1
k141_112186.faa,7.133059120178222,2
k141_1131953.faa,4.742611503601075,1
k141_1084124.faa,8.851654243469238,1
k141_1185560.faa,5.231483650207519,1
k141_1683438.faa,4.124658012390136,1
k141_588267.faa,5.249927902221678,2
k141_157394.faa,4.538161659240722,1
k141_582986.faa,11.150661277770993,1
k141_1460082.faa,7.826344108581543,2
k141_81315.faa,5.371307563781738,1
k141_1045793.faa,5.586158943176269,1
k141_1350454.faa,5.00696964263916,3
k141_166767.faa,4.4208459854125985,1
k141_1331647.faa,4.70867862701416,3
k141_1321454.faa,5.058011054992675,1
k141_162267.faa,4.278521156311036,1
k141_523966.faa,4.899828147888183,1
k141_1086121.faa,4.809454154968263,1
k141_397040.faa,5.469866371154786,1
k141_1164826.faa,10.526413917541504,1
k141_240042.faa,5.600596046447753,1
k141_1047027.faa,4.890051841735839,1
k141_219876.faa,5.564730644226074,7
k141_1645480.faa,4.164217948913574,1
k141_392851.faa,4.978265953063963,5
k141_91066.faa,4.533444023132324,2
k141_807524.faa,4.0500284194946286,1
k141_1613822.faa,4.484562492370605,1
k141_1359276.faa,5.678749656677246,2
k141_1704392.faa,4.278634834289551,1
k141_1695676.faa,5.121670722961425,1
k141_1361272.faa,4.7604589462280265,1
k141_570872.faa,10.07287883758545,1
k141_10785.faa,4.496726036071778,3
k141_733059.faa,5.091631317138672,2
k141_161544.faa,4.9245246887207035,2
k141_622140.faa,5.602130699157715,1
k141_474427.faa,10.30496501922607,1
k141_1114696.faa,6.267203712463378,1
k141_837183.faa,4.963516235351562,2
k141_729940.faa,4.8168432235717775,5
k141_1493254.faa,4.510026359558106,1
k141_435447.faa,5.11791934967041,1
k141_1712094.faa,4.338599967956544,1
k141_982062.faa,4.519177436828613,1
k141_1214174.faa,4.691172218322753,1
k141_1034209.faa,4.781148338317871,2
k141_1572915.faa,5.8341474533081055,2
k141_118079.faa,4.536058616638184,1
k141_4599.faa,4.328255271911621,2
k141_1412011.faa,6.831013107299807,2
k141_1048842.faa,4.741218948364258,2
k141_732420.faa,4.483226776123047,2
k141_705298.faa,5.128519821166991,2
k141_1439525.faa,5.243476676940917,3
k141_969029.faa,5.8094793319702145,4
k141_552344.faa,7.710857200622559,1
k141_1214834.faa,4.985939216613769,1
k141_135128.faa,6.875039863586426,1
k141_303436.faa,4.215941429138184,1
k141_1225425.faa,5.811013984680176,1
k141_440740.faa,6.5369812011718755,2
k141_919733.faa,5.112633323669433,1
k141_74969.faa,4.387083625793457,1
k141_1625407.faa,4.233390998840332,1
k141_1092828.faa,7.0333797454833995,2
k141_1546642.faa,4.782512474060058,1
k141_909291.faa,4.652578544616699,1
k141_73753.faa,4.620919227600097,3
k141_1710319.faa,4.557998466491698,2
k141_1690492.faa,4.223785209655762,1
k141_425245.faa,4.320866203308106,1
k141_1354141.faa,8.3785852432251,1
k141_1657683.faa,6.005119132995604,1
k141_1306149.faa,4.848616218566893,1
k141_951165.faa,5.900791168212891,2
k141_1011499.faa,4.367474174499511,1
k141_300275.faa,4.653090095520019,5
k141_964647.faa,4.361847114562989,4
k141_1347854.faa,4.630240821838378,3
k141_137313.faa,4.513095664978027,1
k141_1098524.faa,4.377222061157227,2
k141_378494.faa,6.114591026306152,1
k141_490401.faa,4.051790428161621,1
k141_266325.faa,4.684067344665528,1
k141_82437.faa,5.199312782287596,1
k141_1577919.faa,4.527760124206543,1
k141_57578.faa,5.022486686706543,5
k141_79685.faa,6.005119132995604,1
k141_1248030.faa,4.171720695495605,1
k141_1640843.faa,7.611187553405761,2
k141_1137884.faa,4.511333656311035,1
k141_955667.faa,9.740479850769042,1
k141_1032042.faa,4.409506607055665,2
k141_1162852.faa,5.628390312194824,4
k141_1366326.faa,6.915666580200193,2
k141_1505394.faa,5.504253959655761,1
k141_315308.faa,5.776740074157716,2
k141_299440.faa,4.817638969421386,3
k141_1109017.faa,6.399411201477051,1
k141_1270578.faa,5.072959709167479,1
k141_1709258.faa,4.240666389465332,1
k141_1464756.faa,4.139663505554199,1
k141_730372.faa,6.622390556335449,3
k141_1564029.faa,4.337576866149903,1
k141_1012412.faa,6.528265190124511,1
k141_551708.faa,5.159298133850096,3
k141_691594.faa,4.630581855773925,1
k141_8231.faa,4.459325981140137,1
k141_1524431.faa,4.572378730773925,1
k141_844940.faa,6.768429756164553,2
k141_450416.faa,6.113908958435058,1
k141_409563.faa,4.778306388854981,2
k141_638.faa,6.525764274597168,1
k141_115342.faa,8.921860313415529,1
k141_1624462.faa,9.719205284118651,1
k141_1312455.faa,4.334223365783692,1
k141_869193.faa,4.176324653625487,1
k141_816747.faa,5.003729820251464,1
k141_63834.faa,4.913128471374511,3
k141_1064235.faa,4.597842597961425,1
k141_504090.faa,4.619697189331054,2
k141_897932.faa,5.278034782409667,1
k141_133150.faa,4.972468376159667,1
k141_1606416.faa,5.054401779174804,2
k141_1531558.faa,4.83389492034912,1
k141_953794.faa,5.512779808044432,5
k141_1192010.faa,4.993100929260252,5
k141_1072696.faa,4.2439062118530275,3
k141_1771.faa,4.738661193847656,4
k141_1495577.faa,9.592202568054198,1
k141_1505616.faa,5.195561408996581,1
k141_846366.faa,4.2276502609252935,1
k141_1634315.faa,4.498260688781738,1
k141_729390.faa,4.538559532165528,5
k141_1669774.faa,4.34962673187256,1
k141_754435.faa,5.776058006286621,1
k141_1612488.faa,6.381563758850096,1
k141_439675.faa,5.00358772277832,4
k141_1318346.faa,4.868168830871582,2
k141_1328285.faa,4.347978401184083,1
k141_1589162.faa,4.813489723205566,1
k141_982318.faa,5.217899131774902,1
k141_901777.faa,4.528896903991699,1
k141_1247905.faa,4.955303001403808,2
k141_1239565.faa,5.603210639953613,1
k141_1003669.faa,4.0500284194946286,1
k141_264846.faa,5.552680778503418,1
k141_1175099.faa,8.793374824523926,1
k141_1439931.faa,5.435876655578613,2
k141_280281.faa,6.960701370239258,2
k141_157575.faa,6.822577476501464,1
k141_920197.faa,10.266155052185056,1
k141_359292.faa,4.964795112609862,1
k141_223264.faa,4.953086280822754,2
k141_957451.faa,5.312365531921387,2
k141_1251626.faa,4.496697616577148,2
k141_612528.faa,4.936006164550781,2
k141_189235.faa,5.109450340270995,1
k141_411927.faa,4.775123405456543,1
k141_88088.faa,4.430281257629395,3
k141_1325428.faa,4.758867454528808,3
k141_168550.faa,5.359854507446288,2
k141_467480.faa,5.258965301513671,2
k141_860000.faa,5.222730445861817,2
k141_1392490.faa,10.126645469665526,1
k141_647930.faa,5.316628456115721,2
k141_1117344.faa,6.461195182800293,1
k141_823663.faa,5.652518463134766,2
k141_578588.faa,6.508556747436524,2
k141_1084504.faa,5.227789115905761,4
k141_775766.faa,5.22494716644287,2
k141_1529707.faa,4.646951484680176,1
k141_213827.faa,4.165241050720215,1
k141_873901.faa,7.041185569763183,2
k141_653986.faa,4.192864799499512,1
k141_1446303.faa,5.006912803649903,1
k141_855736.faa,4.7549455642700185,1
k141_807070.faa,6.6135236740112315,1
k141_112571.faa,5.149806022644042,1
k141_1515982.faa,4.3205251693725595,5
k141_840448.faa,8.963249015808106,1
k141_190567.faa,4.487859153747559,1
k141_1490036.faa,4.453812599182128,1
k141_465269.faa,4.340873527526856,1
k141_814743.faa,4.708564949035644,1
k141_984422.faa,5.532446098327637,2
k141_1619682.faa,4.917448234558105,1
k141_1547752.faa,10.226313591003418,1
k141_1098138.faa,5.7087890625,2
k141_1716228.faa,5.684206199645996,1
k141_1316961.faa,9.732163429260254,1
k141_1062902.faa,4.885561561584471,1
k141_382642.faa,4.134150123596191,3
k141_1201004.faa,4.762732505798339,5
k141_730788.faa,5.251149940490721,1
k141_849108.faa,4.8922117233276365,1
k141_1343223.faa,4.784160804748535,1
k141_803001.faa,5.0868852615356435,1
k141_1304168.faa,5.269707870483398,2
k141_1030261.faa,5.084583282470703,2
k141_472259.faa,7.787136459350586,4
k141_42227.faa,4.67335319519043,2
k141_1511716.faa,4.33325710296631,1
k141_58519.faa,4.175585746765137,1
k141_871454.faa,8.02723255157471,5
k141_1155348.faa,6.580500221252441,1
k141_1603427.faa,4.7897594451904295,2
k141_1006062.faa,4.0500284194946286,1
k141_1523983.faa,5.302702903747559,2
k141_310650.faa,4.6798612594604485,4
k141_1594907.faa,4.369236183166504,1
k141_446659.faa,5.957033348083496,1
k141_1221459.faa,5.068867301940917,1
k141_548112.faa,5.566009521484375,2
k141_181683.faa,8.858369827270508,2
k141_666257.faa,5.499024772644042,1
k141_1489611.faa,6.288632011413575,3
k141_902519.faa,4.651669120788574,2
k141_873492.faa,9.166646766662598,1
k141_911203.faa,4.430991744995117,4
k141_1178379.faa,4.644450569152832,1
k141_1492219.faa,4.985029792785644,3
k141_950511.faa,4.5064739227294925,2
k141_1319065.faa,7.000205421447754,2
k141_240885.faa,5.077961540222167,1
k141_484322.faa,5.569107246398925,2
k141_1052553.faa,6.833490562438965,1
k141_291560.faa,6.370195960998536,1
k141_683393.faa,5.14156436920166,2
k141_921459.faa,6.223039817810059,1
k141_1601378.faa,4.754320335388183,1
k141_71982.faa,4.998500633239746,1
k141_1174741.faa,9.494404029846194,1
k141_475898.faa,7.1272817611694315,2
k141_473225.faa,9.817970848083494,1
k141_572891.faa,6.262656593322753,1
k141_575640.faa,5.696710777282715,1
k141_94271.faa,4.451880073547363,1
k141_1629147.faa,10.495017814636228,1
k141_1128770.faa,9.987200355529787,1
k141_332963.faa,4.518864822387695,2
k141_768130.faa,7.068513679504395,2
k141_477916.faa,5.523579216003417,1
k141_414255.faa,4.881639671325683,2
k141_490627.faa,5.24859218597412,1
k141_62256.faa,5.677101325988769,1
k141_444338.faa,5.531195640563964,3
k141_161371.faa,5.056078529357909,1
k141_1017233.faa,5.111496543884278,1
k141_196935.faa,5.32475643157959,1
k141_75072.faa,11.519033622741702,1
k141_1000767.faa,4.66997127532959,1
k141_1402393.faa,5.501809883117674,1
k141_521561.faa,9.502978324890137,1
k141_89550.faa,5.329246711730956,1
k141_1314769.faa,4.534751319885253,1
k141_1256228.faa,4.199571800231933,1
k141_1170531.faa,4.488711738586425,1
k141_1389892.faa,4.2374265670776365,1
k141_1160050.faa,4.504086685180664,2
k141_465690.faa,4.786775398254394,1
k141_679201.faa,4.797063255310059,1
k141_358992.faa,5.112860679626464,3
k141_1230344.faa,5.101066589355469,4
k141_829007.faa,5.484729766845703,2
k141_750877.faa,5.152818489074705,5
k141_1182200.faa,4.719648551940917,1
k141_1536220.faa,5.188740730285643,1
k141_1144327.faa,5.167056655883788,2
k141_1194310.faa,4.836168479919433,3
k141_933711.faa,4.331097221374513,1
k141_1389306.faa,5.9756196975708,1
k141_980530.faa,5.694721412658691,1
k141_1543640.faa,4.898464012145996,1
k141_1101684.faa,4.840033531188964,1
k141_143305.faa,9.001220893859863,1
k141_1369173_provirus_1_94299.faa,4.698760223388671,2
k141_1009596.faa,4.5247760772705075,2
k141_1083863.faa,4.433748435974121,1
k141_516859.faa,5.3549663543701165,2
k141_733485.faa,10.40353717803955,1
k141_138953.faa,6.330863380432128,1
k141_1614603.faa,7.56517448425293,2
k141_42594.faa,4.8650426864624015,1
k141_1157575.faa,4.954109382629394,3
k141_216545.faa,6.092708015441893,1
k141_737998.faa,9.70631160736084,2
k141_698809.faa,4.6600244522094725,1
k141_681394.faa,7.359814834594727,2
k141_164157.faa,6.146761894226074,1
k141_1194502.faa,4.981903648376464,1
k141_786389.faa,4.916226196289061,6
k141_884636.faa,6.214286613464354,1
k141_877966.faa,4.988610649108886,1
k141_170877.faa,4.798768424987793,1
k141_1192198.faa,4.810477256774903,1
k141_60090.faa,4.552939796447754,2
k141_796165.faa,4.0500284194946286,1
k141_89154.faa,5.285423851013182,1
k141_1359251.faa,4.906080436706542,1
k141_439070.faa,5.912471580505371,1
k141_1273490.faa,7.36849021911621,2
k141_214144.faa,5.039652061462402,2
k141_1588848.faa,5.474186134338378,1
k141_1708000.faa,4.560215187072754,1
k141_1084513.faa,4.572407150268555,2
k141_99810.faa,5.594343757629394,1
k141_538811.faa,4.0500284194946286,1
k141_310493.faa,5.521533012390136,3
k141_936286.faa,4.537934303283691,3
k141_93326.faa,4.9170503616333,7
k141_1358417.faa,5.602471733093262,3
k141_410192.faa,5.275022315979005,2
k141_570673.faa,5.020611000061035,1
k141_1730549.faa,4.195479393005371,1
k141_1313167.faa,7.102082252502443,2
k141_1201205.faa,5.730416297912598,2
k141_654027.faa,4.440625953674316,1
k141_321883.faa,4.862598609924316,1
k141_785468.faa,5.148129272460936,8
k141_274114.faa,4.616315269470213,2
k141_37320.faa,4.91653881072998,1
k141_633731.faa,6.2640775680542,1
k141_838255.faa,4.863820648193359,4
k141_1365768.faa,4.830711936950683,3
k141_1051475.faa,4.879707145690918,2
k141_1629795.faa,4.869248771667479,1
k141_871669.faa,9.479447364807132,1
k141_603816.faa,10.701638984680176,1
k141_825238.faa,4.154384803771972,2
k141_1118713.faa,7.9418119430542005,3
k141_490591.faa,5.134857368469238,2
k141_1283776.faa,5.525739097595214,3
k141_1304143.faa,4.8442964553833,1
k141_799525.faa,4.585792732238769,1
k141_1356611.faa,4.270677375793458,7
k141_965344.faa,6.6389352798461925,2
k141_1107419.faa,4.516363906860351,2
k141_1589969.faa,5.405013084411621,1
k141_1108058.faa,6.443518257141112,1
k141_501539.faa,5.671673202514648,2
k141_213414.faa,5.539494132995604,1
k141_1600105.faa,4.688102912902831,3
k141_665985.faa,4.876296806335449,3
k141_1426608.faa,4.916624069213867,2
k141_1610470.faa,5.168392372131347,4
k141_481463.faa,4.555554389953613,1
k141_732676_provirus_19094_24818.faa,4.8718065261840815,1
k141_385338.faa,4.868282508850096,1
k141_1521601.faa,4.594716453552246,1
k141_117190.faa,5.021492004394531,2
k141_570263.faa,4.300574684143067,1
k141_24957.faa,5.049627304077148,2
k141_150436.faa,4.802519798278808,2
k141_1443641.faa,4.307338523864746,2
k141_426019.faa,4.379808235168457,1
k141_1395048.faa,5.317253684997559,1
k141_521789.faa,5.1165836334228505,2
k141_1159411.faa,4.841283988952636,4
k141_46863.faa,4.971558952331542,1
k141_1067299.faa,5.099787712097167,1
k141_1085552.faa,9.98565311431885,1
k141_949080.faa,9.300354194641113,1
k141_1302491.faa,4.486836051940918,1
k141_1105352.faa,6.3288171768188475,1
k141_817315.faa,4.700834846496581,1
k141_459381.faa,5.104277992248535,1
k141_718365.faa,4.0500284194946286,1
k141_1301417.faa,4.614610099792481,2
k141_352931.faa,6.016202735900878,1
k141_778485.faa,6.612070846557618,2
k141_1165883.faa,4.769610023498535,2
k141_464014.faa,5.74570598602295,1
k141_1681962.faa,5.091091346740721,1
k141_1366329.faa,4.793198204040528,3
k141_436949.faa,4.442785835266113,4
k141_894975.faa,4.778391647338867,2
k141_1495944.faa,5.381822776794434,1
k141_385072.faa,7.023014259338377,2
k141_863443.faa,4.222421073913575,1
k141_63639.faa,4.508150672912598,3
k141_1391945.faa,4.444377326965332,1
k141_579904.faa,6.342401695251465,1
k141_688945.faa,7.698921012878418,1
k141_1657459.faa,5.239156913757324,1
k141_165670.faa,4.954706192016602,2
k141_1199341.faa,4.506559181213379,1
k141_871731.faa,4.1715501785278315,1
k141_217272.faa,4.369804573059082,2
k141_1150169.faa,6.986944007873534,2
k141_590608.faa,4.5414299011230455,2
k141_144645.faa,4.787173271179199,5
k141_55402.faa,4.986109733581542,1
k141_1406655.faa,4.644223213195801,1
k141_1443309.faa,4.555099678039551,1
k141_1540172.faa,6.428342247009277,5
k141_1144875.faa,4.94535617828369,1
k141_792702.faa,5.021918296813964,1
k141_1471393.faa,5.159752845764159,1
k141_1003280.faa,9.298226737976073,1
k141_117962.faa,5.563195991516113,2
k141_1312876.faa,5.357893562316894,5
k141_1146253.faa,4.226627159118652,1
k141_76768.faa,5.12832088470459,3
k141_271493.faa,4.519006919860839,2
k141_1304972.faa,6.4549154281616214,6
k141_1662182.faa,4.603753852844237,1
k141_914397.faa,7.973659324645996,1
k141_929016.faa,4.400497627258301,1
k141_598056.faa,6.493820762634278,1
k141_652718.faa,9.392608451843262,1
k141_1363902.faa,5.189877510070799,1
k141_1121545.faa,5.172882652282714,2
k141_270000.faa,6.593402671813965,1
k141_786561.faa,4.998727989196777,2
k141_16705.faa,4.51275463104248,3
k141_1330209.faa,5.932763099670409,1
k141_1365552.faa,5.238133811950683,1
k141_36238.faa,8.380492782592775,2
k141_1046333.faa,8.353729820251464,2
k141_789097.faa,4.853163337707519,1
k141_537919.faa,5.029875755310059,1
k141_1311589.faa,5.033513450622559,1
k141_817715.faa,5.896101951599121,1
k141_1409604.faa,4.3142728805542,1
k141_154046.faa,6.525764274597168,1
k141_231666.faa,4.228218650817872,1
k141_1069475.faa,4.6791791915893555,3
k141_685134.faa,4.930237007141112,1
k141_578997.faa,4.08583698272705,1
k141_1600868.faa,5.058124732971191,1
k141_1010820.faa,4.8139444351196286,2
k141_1220797.faa,5.869558143615721,1
k141_1010834.faa,5.576268959045408,1
k141_452824.faa,4.501159477233887,1
k141_218021.faa,4.711946868896484,4
k141_723240.faa,9.217770195007322,1
k141_277394.faa,6.945817565917969,2
k141_829348.faa,4.989179039001464,3
k141_236486.faa,4.459496498107909,1
k141_499980.faa,8.82876796722412,1
k141_580209.faa,4.774157142639161,5
k141_570850.faa,7.575807762145996,1
k141_1549988.faa,4.768359565734863,1
k141_262772.faa,4.406806755065917,2
k141_1587565.faa,4.236971855163574,2
k141_257911.faa,4.651100730895997,1
k141_992247.faa,5.137869834899902,2
k141_1279386.faa,4.563796043395997,1
k141_784000.faa,5.0370943069458,1
k141_816146.faa,6.630943107604979,4
k141_465247.faa,6.818428230285644,1
k141_50355.faa,4.6194982528686515,1
k141_167664.faa,4.301711463928222,1
k141_1015232.faa,5.839603996276855,2
k141_546461.faa,6.014952278137206,1
k141_589210.faa,4.565387535095215,1
k141_1277802.faa,4.5278169631958,1
k141_695468.faa,5.441333198547364,2
k141_303831.faa,6.271807670593262,1
k141_936902.faa,5.639445495605468,4
k141_756379.faa,6.7130338668823235,4
k141_703350.faa,4.0500284194946286,3
k141_979967.faa,4.4381818771362305,1
k141_867595.faa,4.276815986633301,1
k141_997699.faa,4.454011535644531,2
k141_824447.faa,4.168424034118652,3
k141_111282.faa,7.59265613555908,2
k141_1407199.faa,8.872348594665528,1
k141_1016505.faa,5.277977943420409,3
k141_1426631.faa,5.7780473709106435,1
k141_414125.faa,6.092196464538573,1
k141_1497367.faa,5.418739700317383,2
k141_272164.faa,5.097485733032226,2
k141_1163011.faa,4.206904029846191,1
k141_1344402.faa,4.902556419372559,1
k141_668491.faa,4.7648923873901365,1
k141_1627352.faa,9.312603187561034,1
k141_914369.faa,4.913554763793945,4
k141_1310709.faa,7.742637634277342,2
k141_984008.faa,4.716295051574707,1
k141_639147.faa,5.324585914611816,1
k141_409982.faa,10.130449104309083,1
k141_785096.faa,8.62665958404541,1
k141_571805.faa,4.076629066467285,1
k141_542565.faa,4.809624671936036,1
k141_725552.faa,4.577039527893067,1
k141_982653.faa,4.930009651184081,1
k141_1497165.faa,4.59980354309082,2
k141_519944.faa,4.89056339263916,1
k141_789445.faa,5.436956596374511,3
k141_297498.faa,5.372501182556152,1
k141_194438_provirus_5263_11913.faa,4.946436119079589,2
k141_1683816.faa,4.0500284194946286,1
k141_579040.faa,4.841511344909667,2
k141_410784.faa,5.88314266204834,1
k141_205878.faa,4.432782173156738,1
k141_318183.faa,4.51639232635498,1
k141_896829.faa,4.918357658386229,1
k141_776308.faa,4.0500284194946286,1
k141_381211.faa,4.930407524108886,1
k141_502355.faa,4.9741735458374015,1
k141_1338252.faa,4.5275896072387685,1
k141_140385.faa,4.520882606506347,1
k141_1464004.faa,5.317083168029785,1
k141_1557380.faa,5.192293167114258,2
k141_1251233.faa,5.052895545959472,3
k141_83735.faa,9.143696022033694,1
k141_95631.faa,4.971217918395996,1
k141_238537.faa,6.671984100341797,2
k141_333462.faa,5.128889274597167,1
k141_1534814.faa,4.761993598937988,1
k141_1306343.faa,5.230005836486815,1
k141_664929.faa,6.0372331619262685,1
k141_932186.faa,4.684181022644043,1
k141_115353.faa,8.644388389587402,1
k141_41448.faa,6.6023832321167,1
k141_272827.faa,5.033570289611815,2
k141_1052543.faa,4.6308092117309565,1
k141_1626099.faa,5.494250297546387,1
k141_140187.faa,4.399701881408691,1
k141_451527.faa,5.194197273254393,3
k141_138014.faa,5.304010200500487,1
k141_760030.faa,4.648855590820312,2
k141_1683380.faa,4.182292747497558,1
k141_1556277.faa,5.118601417541503,1
k141_577537.faa,4.4516242980957035,2
k141_674092.faa,5.344877433776855,2
k141_1020894.faa,4.847365760803223,2
k141_610266.faa,5.176520347595214,1
k141_1403504.faa,5.423542594909667,3
k141_84516.faa,4.843159675598144,1
k141_1306960.faa,4.923927879333495,1
k141_241355.faa,5.77838840484619,1
k141_517412.faa,4.588577842712403,1
k141_411711.faa,5.893714714050293,1
k141_1276511.faa,5.118430900573729,1
k141_508240.faa,4.837532615661621,1
k141_898231.faa,4.548278999328613,1
k141_1599566.faa,4.956780815124512,2
k141_17544.faa,5.02072467803955,2
k141_615530.faa,4.886073112487793,3
k141_1251179.faa,5.647204017639161,5
k141_1517405.faa,5.228982734680174,1
k141_1004856.faa,6.812218856811522,2
k141_301942.faa,5.083247566223143,1
k141_681190.faa,4.530886268615722,2
k141_1570677.faa,4.740167427062987,1
k141_1577118.faa,6.282095527648925,3
k141_1229203.faa,5.110984992980956,1
k141_1598491.faa,10.397090339660643,1
k141_1689530.faa,4.510537910461426,1
k141_488656.faa,5.36215648651123,3
k141_679603.faa,5.072789192199706,1
k141_1519616.faa,4.882662773132325,3
k141_876854.faa,5.48299617767334,1
k141_1202079.faa,9.097214317321779,3
k141_82239.faa,5.4931135177612305,1
k141_657273.faa,5.651864814758301,3
k141_656179.faa,4.491837882995605,3
k141_915471.faa,5.46219310760498,1
k141_112574.faa,9.579824638366699,1
k141_521361.faa,6.05411434173584,4
k141_1171013.faa,4.984631919860839,1
