Contig	240111_N1_DNA_S12_L002_map_sorted_plasmid RPKM	240111_N1_DNA_S1_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S26_L001_map_sorted_plasmid RPKM	240111_N2_VIROME_S37_L002_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S24_L001_map_sorted_plasmid RPKM	240111_N3A_sed_DNA_S35_L002_map_sorted_plasmid RPKM	240111_N3B_DNA_S4_L001_map_sorted_plasmid RPKM	240111_N3B_VIROME_S28_L001_map_sorted_plasmid RPKM	240111_N3_DNA_S14_L002_map_sorted_plasmid RPKM	240111_N3_DNA_S3_L001_map_sorted_plasmid RPKM	240113_N4_DNA_S6_L001_map_sorted_plasmid RPKM	240113_N4_VIROME_S29_L001_map_sorted_plasmid RPKM	240113_N5_DNA_S7_L001_map_sorted_plasmid RPKM	240113_N5_VIROME_S30_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S31_L001_map_sorted_plasmid RPKM	240114_N7A_VIROME_S43_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S20_L002_map_sorted_plasmid RPKM	240114_N7B_DNA_S9_L001_map_sorted_plasmid RPKM	240114_N7B_VIROME_S32_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S11_L001_map_sorted_plasmid RPKM	240114_N9_DNA_S22_L002_map_sorted_plasmid RPKM	240114_N9_mat_DNA_S21_L001_map_sorted_plasmid RPKM	240114_N9_VIROME_S34_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S12_L001_map_sorted_plasmid RPKM	240115_N10_DNA_S23_L002_map_sorted_plasmid RPKM	240115_N10_VIROME_S35_L001_map_sorted_plasmid RPKM	240115_N11_mat_DNA_S22_L001_map_sorted_plasmid RPKM	240115_N9_mat_DNA_S23_L001_map_sorted_plasmid RPKM	240116_N11_DNA_S13_L001_map_sorted_plasmid RPKM	240116_N11_VIROME_S36_L001_map_sorted_plasmid RPKM	240116_N12_DNA_S14_L001_map_sorted_plasmid RPKM	240116_N12_VIROME_S37_L001_map_sorted_plasmid RPKM	240116_N13_DNA_S15_L001_map_sorted_plasmid RPKM	240116_N13_VIROME_S38_L001_map_sorted_plasmid RPKM	240117_GW01_DNA_S18_L001_map_sorted_plasmid RPKM	240117_GW01_VIROME_S41_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S39_L001_map_sorted_plasmid RPKM	240117_N14_VIROME_S51_L002_map_sorted_plasmid RPKM	240117_N15_DNA_S17_L001_map_sorted_plasmid RPKM	240117_N15_DNA_S28_L002_map_sorted_plasmid RPKM	240117_N15_VIROME_S52_L002_map_sorted_plasmid RPKM	240119_GW02_VIROME_S42_L001_map_sorted_plasmid RPKM	240119_GW02_VIROME_S54_L002_map_sorted_plasmid RPKM	240119_GW03_DNA_S20_L001_map_sorted_plasmid RPKM	240120_N3C_DNA_S5_L001_map_sorted_plasmid RPKM	240120_N3C_VIROME_1_S38_L002_map_sorted_plasmid RPKM	240120_N3C_VIROME_S27_L001_map_sorted_plasmid RPKM
k141_657909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.309124	3.008519	184.03705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3750787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.49484	98.847244	39.57372	0	0	0	0	47.88617	21.615625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2858232	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6028066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.78084	21.15022	19.44795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1193146	0	0	0	0	2.9931552	1.5067748	0	0	0	0	0	0	0	0	0	0	0	0	0	221.12332	381.47803	75.7045	0	0	0	0	76.28639	93.95871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1550075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.978905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_361126	0	0	0	0	0	0	0	0	0	0	0	0	0.051759355	0	0	0	0	0	0	19.182583	48.091473	0	0	0	0	0	0.32981148	0	173.84453	0	0	0	0	0	0	0	3.9161937	3.9302342	0	0	0	0	0	0	0	0	0
k141_2917888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.065926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2679762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.72946	0	0	0	34.232063	47.137966	0	0	0	0	0	0	0	0	0
k141_182360	0	0	0.16577338	0.22972777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91495323	0	0	470.44424	32.10192	60.362103	122.2599	0	0	1.9227967	0	0	0	0	0	0	0	0	0	0	0	0
k141_2620714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.125327	32.264267	91.20272	0	0	0.054546677	0	0	0	0	0	0	0	0	0	0	0
k141_2501531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.51264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_836675	0	0	0	0	8.091659	5.819137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036847834	0	0	0	0	7.638798	5.503725	70.68309	1.2154607	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3274751	11.678179	13.927162	0.070244096	0	1.0789281	0	0	0	15.626248	18.307806	20.463486	0	25.663486	0	0	0	9.128658	8.82586	0	0	0	0.18983534	0	0	1.3667672	0.24074815	0	0	0.7046868	0.8044625	0.8226705	0.34246677	0	0	0	0	12.5491495	12.10975	12.809856	14.81566	0	0	0	0	0	0	0
k141_896123	0	0	0	0	0	0	0	0.72609234	0	0	0	0	0.003829516	0.40051058	0	0	0	0	0	0	0	0	0	0	0	0.419809	0	0	0	0	85.93171	69.04314	44.78725	0.22701308	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2739288	33.895752	30.924149	0	0	3.9997332	5.3693147	0	0	42.21596	29.736647	24.618792	0	32.292065	0	0	0	15.06526	15.202612	0	0	0	0.058645453	0.039129913	5.493832	5.911257	0.16999735	0.15068881	0	0.62199277	0.49704197	0.6777226	0	0.16370292	0	0	0	17.097609	14.365597	29.386063	28.672272	0	0	0	1.2524533	0	0	0
k141_836691	0	0	0	0	0	0	0	0.5453678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.929998	19.181986	85.76344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2442075	3.7353973	3.7806847	0	0	2.082753	1.048472	0	0	1.7004648	3.734511	2.887883	0	11.249143	0	0	0	0.8695006	0.5162837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.302807	12.113643	0	0	0	0	0	0	0
k141_717900	3.6553292	4.1544485	0.16092436	0.16725601	0	0	0	0	6.1419263	8.215427	2.284836	0	15.94784	0	0	0	2.82052	1.5317756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.634523	20.126558	0	0	0	0	0	0	0
k141_2561112	32.2528	31.406824	0	0.06978051	5.156166	5.7104287	0	0	30.749512	33.73421	22.91823	0	29.028738	0	0	0	11.365614	12.951793	0	0	0	0	0	2.124675	1.9595222	0.16436121	0	0	0.7697549	1.1533508	0.52420247	0	0.06331018	0	0	0	19.068027	14.815269	21.395971	23.230608	0	0	0	0.48437163	0	0	0
k141_63582	17.835136	13.715753	0	0	0	0	0	0	34.171383	27.246862	19.21062	0.038276073	3.2936103	0	0	0	12.715888	13.22315	0	0	0	0	0	0	0	0	0	0	0.22796589	0	0	0.5816362	0	0	0	0	4.371925	4.387599	3.8772912	2.4261377	0	0	0	0	0	0	0
k141_3215371	10.889226	10.931513	0	0	0	0	0	0	31.347914	30.270174	12.817203	0	2.2225857	0	0	0	11.043516	10.107136	0	0	0	0	0	0.76835257	0	0.2377537	0	0	0.27836874	0.55611956	0	0	0	0	0	0	0	0	6.751122	5.078662	0	0	0	0	0	0	0
k141_2977545	25.725973	25.493902	0.037068967	0.051369954	3.416209	2.2929904	0	0	27.244894	29.980007	28.230642	0	13.835922	0	0	0	12.233517	14.960622	0	0	0	0	0	4.105791	5.0488586	0.054448616	0	0	0	0	2.3153963	0	0.06991009	0	0.7882618	0	14.942836	15.337236	13.586875	12.664626	0	0	0	0	0	0	0
k141_300984	3.5511396	5.644539	0	0	0	0	0	0	2.4428778	3.852315	2.1996524	0	16.43006	0	0	0	1.3790277	1.7058873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.39959	11.089991	0	0	0	0	0	0	0
k141_2442087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.337187	0	0	0	0	80.66522	3.90778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3274788	0	0	0	0	1.9147034	3.8554988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4292133	0	0.9732932	1.2155068	116.19698	4.529866	0	0	0.57102966	0.8596153	0	0	0	0	0	0	0	0	0
k141_420622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.948364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2382699	173.64575	191.93776	0	0.050112307	52.210304	51.447624	0	0	85.49087	74.52394	41.971134	0	277.66772	0	0	0	35.616535	37.54145	0	0	0	0.097726636	0	0	0	0.51345074	0	0	0	0.41413477	0	0.35260162	0.13639708	0	0	0	0.66259104	4.488524	345.26318	340.31796	0	0	0	0	0	0	0
k141_3512536	17.423344	10.544506	0	0	0	0	0	0	32.7232	33.455784	11.763801	0.10028924	12.660781	0	0	0	9.710209	10.446907	0	0	0	0	0	1.648682	2.0273714	0.05101568	0	0	0	2.3865721	0	0	0	0	0	0	16.705385	7.9036303	23.516443	25.790676	0	0	0	0	0	0	0
k141_3036987	152.08357	144.38295	0.093212254	0.16146624	28.634243	20.180542	0	0	181.13213	186.21246	164.81688	0	79.84222	0	0	0	93.87973	87.06887	0	0	3.146067	0.6927444	0.12605965	14.748959	22.670847	0.570477	0.80909026	0.2844503	3.4732385	1.3343785	5.82221	0.22722265	0.4394833	0	2.973201	0	54.227127	71.34793	89.956764	93.994446	0	0	0	0	0	0	0
k141_2858338	7.630207	9.033025	0	0	0	0	0	0	3.4898257	3.5351105	1.7275075	0	18.8427	0	0	0	3.040185	2.9785335	0	0	0	0	0	0	0	0	0	0	0	0.20361625	0	0	0	0	0	0	0.32577392	0.4904128	14.766833	10.537104	0	0	0	0	0	0	0
k141_3512551	28.243422	21.704063	0.10252637	0.07104022	6.2990966	1.585504	0	0	28.62136	24.379995	33.472095	0	9.720573	0	0	0	25.683647	18.607313	0	0	0	0	0.046218663	1.622273	1.9948962	0.025099246	0	0	0.8816072	0	0.80049837	0.4998552	0.09667962	0	0	0	17.377094	18.382063	14.346644	20.552242	0	0	0	0	0	0	0
k141_777338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.55293	0	0	0	1.1675968	0.5858914	0	0	0	0	0	0	0	0	0
k141_3393720	10.549714	10.9326935	0.08185875	0.07562625	2.5146515	0	0	0	14.460885	16.276148	10.1988325	0.10505328	18.800514	0	0	0	5.9722414	7.4108787	0	0	0	0	0	0.8634997	1.5927582	0.16031723	0	0	0.23462991	0	0.21304373	0	0	0	0	0	9.24944	10.537006	18.47516	17.645891	0	0	0	0	0	0	0
k141_955555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8581924	78.386375	0	0	0	0	0	0	0	0	0	0.88677824	1.2071248	0	0	0	0
k141_3096493	0	0	0	0	0	0	0	0	0	0	0	0	13.296712	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4258242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2798792	15.770408	15.18522	0	0	2.688889	2.70721	0	0	16.608261	15.287212	10.45131	0.06739938	6.0667253	0	0	0	9.010319	11.41998	0	0	0	0.09462098	0.031566903	1.6619952	1.362495	0.11999781	0	0	0.5017743	0.5012174	0	0.17069814	0	0	0	0	12.349539	16.900658	41.912807	45.55917	0	0	0	0	0	0	0
k141_63650	0.8061725	0.9689363	0.026064005	0.054179013	11.209388	28.214409	0	0	0	0	0	0	2.9753098	0	0	0	158.66264	158.71335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_896226	9.037894	9.454501	0.024350014	0	0	0	0	0	5.7354527	5.234123	4.3569846	0.04687432	17.500523	0	0	0	2.8313372	2.9667604	0	0	0	0.06580615	0	0	0	0.3576643	0	0	0	0	0	0	0.09184564	0	0	0	8.031035	9.403133	20.224142	21.222425	0	0	0	0	0	0	0
k141_598761	0	0	0	0	3.0608287	6.163368	0	0	0	0	0	0	80.03953	0	0	0	5.0261083	5.943417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_123236	0	0	0	0	0	0	0	0	0	0	0	0	13.097509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3334519	33.59561	32.46348	0.051876523	0	15.936155	8.022369	0	0	36.65731	39.16805	43.057304	0.049931735	33.298386	0	0	0	18.717026	17.51316	0	0	0	0	0	0	0	0.35559365	0	0	0.29738504	0	0	0.25291786	0	0	0	0	16.159191	8.585537	28.75559	34.633427	0	0	0	0	0	0	0
k141_2382765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.867239	53.489723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_538785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.870983	9.276844	117.716736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3572188	0	0	0	0	0	0	0	0.6919473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4263554	0	0	0	0	0	0.24956264	0	34.160343	53.910534	0	0	4.165851	0	0	0	0	0	0	0.048022445	0	0	0	0	0
k141_3037060	104.7613	111.81705	0	0	29.671747	17.295427	0	0.028857619	39.803024	39.74885	35.854633	0	169.29015	0	0	0	26.686935	19.09768	0	0	0	0	0.022917045	4.8263235	6.9240403	0.12445202	0	0	0.7285596	0.5822008	0	0.247848	0.095875174	0	0	0	19.095478	21.033592	179.08003	208.86333	0	0	0	0	0	0	0
k141_2442168	1.1175063	1.317397	0	0	5.511125	8.323015	0	0	0.52168834	0.8569586	0	0	32.014442	0	0	0	50.991783	56.011192	0	0	0	0	0	0	0	0.019519567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1074460	7.2367787	5.3284206	0	0	0	0	0	0	8.936686	9.514797	6.99219	0	40.80959	0	0	0	4.325141	3.5953965	0	0	0	0	0	0	0	0.04953724	0	0	0.289998	0	0.7899536	0	1.4310913	0	0	0	5.5615754	13.953787	3.196891	4.8499274	0	0	0	0	0	0	0
k141_2025976	10.180278	13.465685	0	0	0	0	0	0	7.4380164	9.567899	10.578441	0.048273552	3.2930443	0	0	0	5.4029074	6.237946	0	0	0	0	0	0	0	0.24556054	0	0	0	0	0	0	0	0	0	0	0.45948714	0	30.155102	28.325285	0	0	0	0	0	0	0.023050264
k141_1252306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.876253	27.119204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_480229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.839968	46.680603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2739410	476.40497	376.86276	0.6330637	0.87729585	101.12614	116.69585	0	0.08624666	632.7919	527.4435	436.11105	0.24373232	221.37422	0	0	0	282.83755	226.50893	0	0	0	3.4217215	0.34246045	100.16955	110.36722	2.2068992	0.8792073	2.7819107	18.871178	15.080185	7.908466	6.666682	4.8712106	0	18.308226	0	515.9552	704.0658	233.08818	309.51028	0	0	0	4.3845305	0	0	0
k141_2977657	6.0974736	3.3501875	0	0	0	0	0	0	2.94816	2.421418	3.5996232	0	28.186033	0	0	0	1.4639362	2.0587308	0	0	0	0.36532006	0	0	0	0	0	0	0.12915264	0	0	0	0	0	0	0	3.3025157	3.72865	8.135759	8.561254	0	0	0	0	0	0	0
k141_420717	15.273303	16.420551	0	0	0	0	0	0	0	0	30.913794	0	0	0	0	0	19.92271	21.323591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.47624	129.26352	0	0	0	0	0	0	0
k141_2977683	5.6347647	9.098284	0.033122737	0	0	1.0244435	0	0	1.3002998	0.71198523	1.4618441	0	1.5070225	0	0	0	5.1540794	3.9515378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124935426	0	0	0	1.213825	0	29.304571	30.138565	0	0	0	0	0	0	0
k141_2085645	6.935954	8.405427	0	0	0	0	0	0	0.46716392	1.15109	1.0626193	0	1.1233946	0	0	0	0.8241202	2.4466908	0	0	0	0	0	5.0839834	2.0839114	0	0	0	0	0	0	0	0	0	0	0	0	1.4771	22.14181	23.989628	0	0	0	0	0	0	0
k141_3453478	0	0	0	0	0	0	0	0	0	0	0	0	19.530968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1490705	0	0	0	0	0	0	0	0	0	0	0	0	22.349808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1847323	0	0	0	0	0	0	0	0	0	0	0	0	9.895835	0	0	0	0	0	0	0	0	2.9397426	0	0	0	0	5.9115396	2.3092318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1252373	0.2718697	0	0	0	10.80057	32.078773	0	0	0	0	3.7890441	0	0	0	0	0	302.102	301.73187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_182562	4.499385	3.2046208	0	0	0	0	0	0	6.514341	6.7749047	4.047809	0	20.397144	0	0	0	2.4542584	2.1662061	0	0	0	0	0	0	0	0	0	0	0.33356047	0.44425365	0	0.75649077	0.14631686	0	0	0	4.975456	5.3499584	9.595524	9.128399	0	0	0	0	0	0	0
k141_3334568	15.512804	12.932079	0	0	1.867507	2.8203473	0	0	25.721483	37.07918	12.510375	0	4.032975	0	0	0	11.8505335	9.027083	0	0	0	0	0.013702548	0	0	0	0	0	0.174248	0	0	0	0.11465128	0	0	0	3.3417246	3.3537052	22.172464	19.180235	0	0	0	0	0	0	0
k141_2798891	68.59682	69.831795	0.19597407	0.1448425	61.807438	67.077545	0	0	426.49686	447.23062	99.708824	0	31.10258	0	0	0	40.614834	44.835915	0	0	0	0.07061624	0	0.8269051	0	0.08955513	0	0	0.44937286	0.89774823	1.2240903	0.25478622	0	0	4.445159	0	12.687704	17.297922	45.339188	45.683994	0	0	0	0.37702647	0	0	0
k141_123332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9721417	0.41396725	124.66523	2.7426565	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_480267	3.9113345	5.025717	0	0	0	0.8456452	0	0	1.4907717	2.0570233	2.1935847	0	16.350761	0	0	0	1.0753201	1.3186274	0	0	0	0	0	0	0	0	0	0	0.31347626	0	0	0	0	0	1.1628304	0	2.2544403	2.2625232	11.700053	13.535383	0	0	0	0	0	0	0
k141_2501762	0	0	0	0	0	0	0	2.1662989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.829155	26.119377	4.1522355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3037151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.56835	0	0	0	0	81.37126	23.451189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3512696	0	0	0	0	1.2347661	2.7971535	0	0	0.35065234	0.27000186	0	0	46.05393	0	0	0	0.7216802	1.0202675	0	0	0	0.027156843	0	0	0	0	0.13955839	0.12266068	0.11521003	0	0	0	0	0	0	0	1.1047478	2.217417	0	0	0	0.19952509	0.33354762	0	0	0	0
k141_1669270	0	0	0	0	2.0498383	1.5478538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031876743	0	0	0.813309	80.43599	0.71845526	0	0.022421634	0	0	0	0	0	0	0	0	0	0	0
k141_182565	0	0	0	0	0	0.40641233	0	1.4246957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.56746	37.73367	26.144896	0	0	0	0	0	0	0	0	0	0	10.617631	0	0	0.0060391733
k141_3572283	17.247738	17.791267	0	0.04737219	4.2004657	3.1718147	0	0	14.68709	14.971562	14.233131	0.16451313	24.438	0	0	0	8.592621	8.156327	0	0	0	0	0.015410139	1.0817903	3.9908073	0.100422524	0	0	0.19596253	0	0.26690066	0.16666077	0.19340841	0	0	0	9.082232	8.957643	29.93502	32.29608	0	0	0	0	0	0	0
k141_2620893	38.01368	30.00495	0.070354395	0.0974967	9.7256	5.9839196	0	0	47.105793	40.453842	39.02953	0.10157534	33.773354	0	0	0	20.631882	16.161507	0	0	2.3745766	0.2376668	0.3488717	6.12269	2.0533702	0.13778639	0	0	0.5041381	0	1.6479248	0	0.06634231	0	0	0	30.93872	47.54476	30.423546	33.786144	0	0	0	0	0	0	0
k141_718134	0	0	0	0	0	0	0	0	0	0	0	0	25.03122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1015027	10.34889	12.438301	0	0	9.343874	4.70377	0	0	11.410048	12.013965	10.5208435	0	4.4169097	0	0	0	8.945945	6.8714175	0	0	0	0	0	2.4064267	0	0.044677682	0	0	0	0	0	0.14829376	0.114729114	0	0	0	18.670628	7.131461	30.919731	32.130146	0	0	0	0.877766	0	0	0
k141_2382900	2.1070487	3.9274023	0	0	2.8495913	0	0	0	2.1748188	2.2431958	2.5388966	0	12.686758	0	0	0	1.2689468	1.1772859	0	0	0	0	0	0.73388535	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9190068	11.389165	9.944222	0	0	0	0	0	0	0
k141_3632176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.209274	0.8648105	9.366982	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_2264157	0	0	0	0	0	0	0	2.1814365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25615847	0	10.117735	8.714231	24.270697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_3393895	20.942513	19.851837	0.11818177	0.027295934	24.203152	30.46008	0	0	27.149452	37.576157	32.710274	0	13.555316	0	0	0	16.099436	18.198797	0	0	0	0.21292494	0.07103478	1.8699881	0	0	0	0	2.1453648	0.90230894	0.9227316	0	0.7429483	0	2.5131042	0	6.135473	5.976368	15.648222	11.467573	0	0	0	0	0	0	0
k141_896350	0	0	0	0	0	0	0	1.5800452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.673676	234.80458	195.26633	86.950806	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1074614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7293346	148.46114	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_598851	0	0	0	0	0	0	0	0	0	0	0	0.30646762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.327175	70.96421	2.7451124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_1847377	0	0	0.6176865	0.84393024	0	0	0	0	0	0	0	0	0.018961681	0	0	0	219.8709	223.16762	0	0	0	0	0	0	0	0.051114738	0.12082414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_955738	5.886331	6.2070084	0	0	0	0	0	0	2.759827	3.1875951	2.022616	0	14.759945	0	0	0	1.3523859	2.1078925	0	0	0	0	0	3.7542806	0	0.038723286	0	0	0	0	0	0	0	0	0	0	2.8983243	4.908457	8.639439	8.616343	0	0	0	0	0	0	0
k141_4430	328.2672	307.6978	0.53631675	0.6150824	56.81147	62.346436	0	0.020996023	470.04895	438.17563	292.87134	0.08900187	113.82956	0	0	0	181.51761	164.95563	0	0	0	0.34985548	0.25010735	55.01353	53.256153	1.2314516	0.12842137	0	3.1804817	1.6943742	3.7542357	1.44262	0.5580495	0	3.9326324	0	196.54012	294.84686	197.01007	203.41292	0	0	0.043847132	0	0	0	0
k141_2977795	551.3667	564.2282	0.7601955	0.8559479	103.627815	98.45593	0	0.10788199	678.5139	683.88293	458.35403	0.068596564	229.7504	0	0	0	250.06761	261.21967	0	3.6551168	0	3.0174525	0.7068074	40.596394	48.072132	2.0703819	2.4744606	1.1599216	63.46138	19.316553	27.080276	3.706243	6.7204127	0	12.124018	0	208.50223	219.51567	436.91013	430.9912	0	0.052410502	0.056323953	10.968817	0	0	0.021836232
k141_2918177	0	0	0	0	0	0	0	0.15739241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.087418	42.15122	103.0614	0.40709096	0	0	0	0	0	0	0	0	0	0	0	0	0
k141_836937	1.2066847	1.2891653	0	0	0	0	0	0	0	0	1.1338817	0	0	0	0	0	1.6772785	2.7161405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.7239	123.624344	0	0	0	0	0	0	0
k141_538961	0	0	0	0	57.359406	68.88778	0	0	9.308048	8.027248	0	0	356.8881	0	0	0	0.1824473	0.20312214	0	486.338	552.78625	3.1718593	0	0	0	0	1.3892139	3.744425	0	0	0	0	0	0	0	0	4.398821	0.7357653	0	0	0	0	0	0	0	0	0
k141_2501849	5.2056127	5.6556935	0	0	0	0	0	0	2.8866603	5.027958	1.4287598	0	1.4424075	0	0	0	7.023911	4.28644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6725643	0	20.024992	26.015163	0	0	0	0	0	0	0
k141_1252433	40.56861	40.98724	0.10363305	0.071807034	3.1835449	9.615709	0	0	56.052467	46.223324	50.577248	0.09974797	15.50057	0	0	0	25.695072	27.883432	0	0	0	0.14003466	0.16351144	1.6397839	4.032859	0	0	0	0.29704112	0	0.8091391	0.5052507	0.19544639	0	0	0	34.17989	32.87316	30.125706	30.799843	0	0	0	0	0	0	0
